Accession,Gene Symbol,Description,mean_CLIP_enrichment,CLIP-seq FDR,Ribosome density change (log2),RNA-seq mRNA change upon Lin28a KD (log2),candidate_group,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_027246,Snrpf,small nuclear ribonucleoprotein F,0.3872802528356131,0.75961241320406,0.376248174455509,-0.518143217835,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_029841,2510039O18Rik,uncharacterized protein KIAA2013 precursor,-0.034088771607175467,0.999999999990223,0.375564939612772,0.510575547075,Not_candidate,9,8.0,2.0,3.0,2.111111111111111,387.0,116.75,201.0,41.666666666666664,242.0,62.5,1.38438068668,0.8775534863925,1.0885665947,0.9147740142933333,1.07173009411,0.8873131008716667,True
NM_173866,Gpt2,alanine aminotransferase 2,-0.23324796737652087,0.999999999990223,0.375249131193,-1.2657183654,Not_candidate,11,6.0,1.0,3.0,1.6363636363636365,133.0,41.142857142857146,140.0,46.833333333333336,187.0,69.0,1.05815326882,0.8356802978095714,1.08134486824,0.9549331429446667,1.10746827634,0.8479186796482001,True
NM_028817,Acsl3,long-chain-fatty-acid--CoA ligase 3 isoform a,2.4332867803406835,0.0184734852679407,0.375121296835697,-0.46565749763,A_and_B_overlap,44,28.0,15.0,3.0,1.9772727272727273,3934.0,214.40625,4192.0,301.3478260869565,4711.0,248.8125,1.22336928654,0.961493926498125,1.30226983686,0.8503998374829564,1.2155439552,0.8227672379231562,True
NM_009448,Tuba1c,tubulin alpha-1C chain,-1.7539833818247068,0.999999999990223,0.373500457676536,-0.704450008546,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_146104,Aph1a,gamma-secretase subunit APH-1A isoform 1,0.6854445775566593,1.0,0.373355693512997,-0.385617809718,Not_candidate,9,6.0,4.0,3.0,2.111111111111111,476.0,128.5,785.0,132.33333333333334,809.0,271.0,1.15738962498,0.8807639514626667,1.39150195345,0.9623870217083333,1.14325711264,0.933920331849,True
NM_019699,Fads2,fatty acid desaturase 2,-0.8772587265348709,0.999999999990223,0.373315940113613,-0.0758827915045,Not_candidate,7,2.0,2.0,3.0,1.5714285714285714,107.0,73.0,110.0,75.25,74.0,56.75,0.943348392329,0.78826105523,1.11407542294,0.903916690363,1.21736573539,0.97238313070625,True
NM_024214,Tomm20,mitochondrial import receptor subunit TOM20 homolog,-1.8228382916973833,0.999999999990223,0.372558144981767,-0.0192155007311,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_199301,Mtg1,mitochondrial GTPase 1 precursor,-1.5541140233792168,0.999999999990223,0.371968470369341,-0.212723311799,Not_candidate,1,0.0,0.0,1.0,1.0,,,17.0,17.0,,,,,1.0027399544,1.0027399544,,,True
NM_008702,Nlk,serine/threonine-protein kinase NLK,-0.15005480388407152,0.999999999990223,0.369288323914805,0.00904244886693,Not_candidate,16,9.0,3.0,3.0,1.75,64.0,40.111111111111114,112.0,49.0,125.0,49.625,1.08930967896,0.9548478086191111,1.24908284382,0.8282693082667272,1.07339428128,0.85094148640375,True
NM_019880,Mtch1,mitochondrial carrier homolog 1,-0.8393598488331255,0.999999999990223,0.369276972539135,0.536518845222,Not_candidate,9,4.0,3.0,3.0,1.7777777777777777,238.0,82.8,168.0,106.33333333333333,159.0,68.4,1.05492016799,0.7800060650282,1.07451622314,0.8884835133731667,1.03662796886,0.833588159748,True
NM_001025250,Vegfa,vascular endothelial growth factor A isoform 1 precursor,-0.7134659709096397,0.999999999990223,0.36920256849602,0.214053759939,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_212484,Cnot6,CCR4-NOT transcription complex subunit 6,0.7268207817957469,0.531330564296598,0.368769947415146,-0.290323024856,Not_candidate,11,8.0,7.0,3.0,2.3636363636363638,341.0,99.0,376.0,131.57142857142858,433.0,107.66666666666667,1.25742798631,0.9644914133198,1.13098797348,0.7805071585760001,1.23545498213,0.7970676683978889,True
NM_025543,Mcts2,malignant T cell-amplified sequence 2,-1.2138938417391005,0.999999999990223,0.368681001219711,-0.0542148291219,Not_candidate,5,1.0,0.0,2.0,1.2,28.0,24.333333333333332,20.0,20.0,39.0,24.0,1.24524324932,1.09619601175,0.801818552543,0.801818552543,1.14905969697,0.9196226864945001,True
NM_009682,Ap3s2,AP-3 complex subunit sigma-2,-1.0293433451567144,0.999999999990223,0.368625584441987,-0.267580608581,Not_candidate,4,4.0,1.0,3.0,2.25,101.0,37.75,55.0,24.666666666666668,92.0,59.0,1.10939986155,0.8905847182235,0.897945724857,0.7411563772096667,1.18751936543,1.152227304655,True
NM_021330,Acp1,low molecular weight phosphotyrosine protein phosphatase isoform 2,-0.7483464010655987,0.999999999990223,0.367438047747947,-0.894740006309,Not_candidate,18,12.0,4.0,3.0,1.8888888888888888,553.0,86.84615384615384,505.0,123.875,631.0,95.23076923076923,1.26838695841,0.8802693975070769,1.09594801584,0.86797302668425,1.18399053635,0.7886008265321538,True
NM_145828,Xylt2,xylosyltransferase 2,-0.2117702634055163,0.999999999990223,0.36701901075052,0.3466487176,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_029103,Manf,mesencephalic astrocyte-derived neurotrophic factor precursor,2.3068365767071737,0.0238919191765189,0.366731531851804,-0.120089911664,A_and_B_overlap,10,9.0,6.0,3.0,2.5,2781.0,503.75,3805.0,739.5,3733.0,658.6666666666666,1.10330335356,0.909928390890625,1.16780749355,0.88369217296475,1.14203204277,0.8002245857614444,True
NM_053071,Cox6c,cytochrome c oxidase subunit 6C,0.6192804851113564,0.592722384078153,0.36539393594873,0.127276904838,Not_candidate,3,3.0,3.0,3.0,3.0,3695.0,1576.6666666666667,3812.0,1535.3333333333333,3460.0,1418.6666666666667,0.92105657886,0.836437332363,0.89377243128,0.7827940226119999,1.00969477443,0.902187068192,True
NM_008650,Mut,"methylmalonyl-CoA mutase, mitochondrial precursor",1.5867990795139402,0.122118558375277,0.365082331795707,-0.381623313249,Not_candidate,23,17.0,9.0,3.0,2.130434782608696,855.0,112.58823529411765,751.0,112.88235294117646,895.0,124.73333333333333,1.30061144931,0.9331841225437647,1.16582996575,0.8158452832187059,0.990835386444,0.8326123512023333,True
NM_019755,Plp2,proteolipid protein 2,-1.9692686617991466,0.999999999990223,0.364419781490766,0.874395493978,Not_candidate,7,5.0,2.0,3.0,2.0,43.0,21.666666666666668,50.0,29.166666666666668,57.0,47.0,1.07899220788,0.9342110962078333,1.08219553004,0.7895541205711667,1.14635232685,0.860696007514,True
NM_177099,Lefty2,left-right determination factor 2 precursor,-0.598972863145064,0.999999999990223,0.364280247305113,0.622160319675,Not_candidate,16,13.0,6.0,3.0,2.1875,652.0,147.66666666666666,724.0,162.8181818181818,841.0,164.75,1.01140426471,0.7372943238341666,1.07201103049,0.7913314345699999,1.00927506695,0.8024893508966667,True
NM_009304,Syngr2,synaptogyrin-2,0.6710165860108658,0.563398700837096,0.363871671999627,0.0651323957922,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_133815,Lbr,lamin-B receptor,1.9979363785011632,0.0453492763604981,0.363356118901452,-0.295958177787,A_and_B_overlap,37,31.0,21.0,3.0,2.4054054054054053,3018.0,476.76666666666665,2598.0,414.43333333333334,2721.0,472.0344827586207,1.22013588414,0.8865236171294334,1.4240455792,0.8792393258080333,1.49259983383,0.8907982068973793,True
NM_198600,Papd7,DNA polymerase sigma isoform 1,-0.307803434608519,0.999999999990223,0.363278797231922,-0.0487342441244,Not_candidate,10,7.0,5.0,3.0,2.2,111.0,54.166666666666664,114.0,44.333333333333336,112.0,59.142857142857146,1.31348480102,1.0247973142186666,1.32938538882,0.9267612428793335,1.17798388769,0.9723676879071428,True
NM_011843,Esyt1,extended synaptotagmin-1,0.7401810843120297,0.526721049143327,0.363267664505424,-0.344524666531,Not_candidate,18,14.0,8.0,3.0,2.2222222222222223,216.0,66.92307692307692,199.0,57.214285714285715,252.0,61.76923076923077,1.28449085811,0.8766811495435385,1.3522672503,0.9467198167369286,1.38075888515,0.8934920997901539,True
NM_018815,Nup210,nuclear pore membrane glycoprotein 210 precursor,0.1225089754145286,0.951981589025312,0.363219862932076,0.206923147669,Not_candidate,30,21.0,11.0,3.0,2.066666666666667,148.0,38.6,157.0,47.095238095238095,166.0,40.904761904761905,1.29617696814,0.90383945120125,1.21926588203,0.8536077082289049,1.22573364916,0.8461136130304762,True
NM_028794,Nudt9,"ADP-ribose pyrophosphatase, mitochondrial",0.21328144129632134,0.888628773763707,0.362813191746664,-0.323742595086,Not_candidate,10,6.0,3.0,3.0,1.9,75.0,44.4,114.0,61.666666666666664,103.0,47.5,0.914097925265,0.7870493800571999,0.997597875109,0.8077336819311666,1.35797785499,1.00837816474175,True
NM_025323,0610009D07Rik,pre-mRNA branch site protein p14,-0.46859036314362834,0.999999999990223,0.362726494843879,-0.380104606552,Not_candidate,6,5.0,2.0,3.0,2.1666666666666665,82.0,50.25,53.0,33.4,130.0,48.75,1.19793478903,0.98927296071875,1.00487505299,0.7395287373064,1.042833523,0.8860688128612499,True
NM_019758,Mtch2,mitochondrial carrier homolog 2,0.08488182915672023,0.977366582717122,0.361752509978339,-0.166496174921,Not_candidate,10,9.0,6.0,3.0,2.5,530.0,178.1,604.0,185.0,579.0,295.3333333333333,1.32035873914,0.9539774375486999,1.21746085698,0.87023998064,1.27045510919,0.942392741199,True
NM_199467,Mms22l,uncharacterized protein LOC212377,-0.8792363853051385,0.999999999990223,0.361567903133242,-0.475240486698,Not_candidate,15,9.0,3.0,3.0,1.8,36.0,18.75,142.0,30.1,173.0,43.111111111111114,1.08930967896,0.8422112374816251,1.0805276266,0.8590576082920001,0.985593952329,0.763936096371,True
NM_008960,Pten,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",1.6436968304812964,0.107154278458488,0.361459702055995,-0.0460271333841,Not_candidate,53,30.0,15.0,3.0,1.849056603773585,408.0,74.39393939393939,337.0,69.3529411764706,458.0,77.2258064516129,1.34201557493,0.9236532813510303,1.28047273287,0.8962282635232941,1.34918866742,0.8291957669005161,True
NM_025748,Adat2,tRNA-specific adenosine deaminase 2,0.7341657537361713,0.522387523310522,0.358999050304086,0.00469396729463,Not_candidate,4,4.0,2.0,3.0,2.5,173.0,62.75,152.0,80.33333333333333,201.0,75.0,1.33194654025,1.09896324518925,1.12049217049,0.776585017034,1.13569721783,0.8132362334816667,True
NM_018748,Golga4,Golgin subfamily A member 4,1.0661135374651967,0.329815202328648,0.358700343944007,-0.0300820132234,Not_candidate,68,40.0,15.0,3.0,1.8088235294117647,430.0,74.58536585365853,296.0,70.95,352.0,70.04761904761905,1.38104887215,0.9639593539616342,1.5006877875,0.921258540079325,1.35327810342,0.8614024011925239,True
NM_001160012,Gjb3,gap junction beta-3 protein,-0.8855851515863383,0.999999999990223,0.356419211329066,0.402827791029,Not_candidate,14,7.0,4.0,3.0,1.7857142857142858,151.0,69.11111111111111,118.0,60.714285714285715,105.0,40.888888888888886,1.09735444587,0.8870461214935556,0.969246862578,0.7685176964267143,1.03972077084,0.8291805286202222,True
NM_019403,Rnf5,E3 ubiquitin-protein ligase RNF5,-1.1980028915163905,0.999999999990223,0.356270965130358,-0.0558849579039,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_025437,Eif1ax,"eukaryotic translation initiation factor 1A, X-chromosomal",0.6671521074314247,0.566358368054566,0.356183770284502,-0.51205298814,Not_candidate,13,8.0,5.0,3.0,2.0,677.0,163.0,677.0,156.11111111111111,757.0,199.0,1.09476775273,0.790547024074,1.05292256594,0.7826378133913333,1.10653904112,0.841072010961,True
NM_025285,Stmn2,stathmin-2,0.026245790012022263,0.999999999990223,0.356026164982622,-0.456160187844,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_001110140,Atp2a2,sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform a,1.3164950615322566,0.208634769886861,0.355853864869931,0.364173797951,Not_candidate,48,30.0,18.0,3.0,2.0,1891.0,215.0909090909091,1876.0,267.3225806451613,2224.0,279.53125,1.17346145046,0.8763474223778486,1.21316343904,0.8444146636004517,1.2395431192,0.8105074298764687,True
NM_133984,Hemk1,hemK methyltransferase family member 1,-0.9675443258319207,0.999999999990223,0.355382655831964,-0.329134730906,Not_candidate,1,0.0,0.0,1.0,1.0,27.0,27.0,,,,,1.08572305477,1.08572305477,,,,,True
NM_024220,Ndufc2,NADH dehydrogenase [ubiquinone] 1 subunit C2,0.711098866112883,0.538529658346908,0.354196710507486,0.084939399519,Not_candidate,6,5.0,3.0,3.0,2.3333333333333335,753.0,207.0,609.0,222.0,608.0,168.8,1.11564534988,0.8786267761406,1.13672817544,0.91371579891075,1.11008580118,0.9294667860116,True
NM_009242,Sparc,SPARC precursor,0.3333522072368657,0.801320434076297,0.353354436010838,0.169716907112,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_009729,Atp6v0c,V-type proton ATPase 16 kDa proteolipid subunit,,,0.352556717628778,0.268946976952,Not_candidate,10,7.0,3.0,3.0,2.0,413.0,147.25,460.0,90.875,440.0,81.125,1.29187491865,1.021445097172,1.21151993405,0.875649684460875,1.2666108194,0.98889834501275,True
NM_010887,Ndufs4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.5809476718424192,0.630574470532672,0.351514046586977,-0.0723474311947,Not_candidate,9,7.0,2.0,3.0,2.0,212.0,89.625,230.0,124.4,185.0,105.8,1.05834536859,0.804840506476875,1.04204818147,0.8095371711796,1.18090369969,0.9445746353665999,True
NM_010049,Dhfr,dihydrofolate reductase,-0.5197331358614036,0.999999999990223,0.351251888256638,-0.8765974256,Not_candidate,10,7.0,3.0,3.0,2.0,75.0,38.0,44.0,25.125,46.0,28.0,0.994923632572,0.8781050239861666,1.32206436526,0.94225948771375,1.07681866721,0.8430721246530001,True
NM_019837,Nudt3,diphosphoinositol polyphosphate phosphohydrolase 1,-0.8500769725639783,0.999999999990223,0.351040356822242,0.396042816194,Not_candidate,9,7.0,2.0,3.0,2.0,88.0,34.5,88.0,47.0,93.0,49.625,1.3147900159,0.9297765369633334,1.36016994645,1.1209901826205,1.28226374243,0.791924972812125,True
NM_207675,Cadm1,cell adhesion molecule 1 isoform a,1.5105692321637634,0.146091549922016,0.35014561140659,0.206847146391,Not_candidate,25,18.0,7.0,3.0,2.0,221.0,57.27777777777778,437.0,66.5,262.0,76.57142857142857,1.18620892542,0.9071608551307777,1.09861228867,0.906601371492,1.0461279895,0.7940544537722857,True
NM_001048057,Rpl38,60S ribosomal protein L38,-3.6012606859664564,0.999999999990223,0.3501394738213,0.548235359343,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_023326,Bmyc,protein B-Myc,-3.6007037120119967,0.999999999990223,0.350119143471395,0.0817444127432,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007748,Cox6a1,"cytochrome c oxidase subunit 6A1, mitochondrial",-1.5656396523482867,0.999999999990223,0.349988514981344,0.574915698051,Not_candidate,6,5.0,2.0,3.0,2.1666666666666665,104.0,46.0,84.0,45.6,123.0,44.6,1.01140426471,0.9730635887329999,0.982167621048,0.8916435717408,1.09355870133,0.7208400568358,True
NM_009681,Ap3s1,AP-3 complex subunit sigma-1,,,0.349814367873441,0.453625787601,Not_candidate,7,3.0,1.0,3.0,1.5714285714285714,109.0,73.0,94.0,38.6,67.0,40.5,1.01067679004,0.8124603816075,1.06709389488,0.8904181801542,0.917357387831,0.7670164434015,True
NM_016781,Prkag1,5'-AMP-activated protein kinase subunit gamma-1,-1.8553053310196101,0.999999999990223,0.349107588212316,-0.077349579781,Not_candidate,1,0.0,0.0,1.0,1.0,,,,,12.0,12.0,,,,,1.01140426471,1.01140426471,True
NM_026454,Ube2f,NEDD8-conjugating enzyme UBE2F,-0.48249706670079595,0.999999999990223,0.347803303754749,-0.535040853216,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_026552,Arpc4,actin-related protein 2/3 complex subunit 4 isoform 1,-1.0727480776842568,0.999999999990223,0.347275097342209,-0.0379943008109,Not_candidate,10,6.0,3.0,3.0,1.9,199.0,67.85714285714286,153.0,84.0,165.0,68.85714285714286,1.25901651563,0.7649345091482856,1.33972183991,0.9955135343958,1.07836241421,0.8216327379517142,True
NM_025576,Ptpmt1,protein-tyrosine phosphatase mitochondrial 1,-1.0690937124358346,0.999999999990223,0.347129943441681,-0.00809324988481,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_026892,Eif1b,eukaryotic translation initiation factor 1b,1.2336960037782065,0.242021963716793,0.3463308710048,-0.510716830006,Not_candidate,4,3.0,1.0,3.0,2.0,512.0,269.5,669.0,235.0,520.0,184.66666666666666,1.09448855269,0.9536556276095,1.0579054247,0.8904045692906667,0.728652455899,0.6926130010046666,True
NM_029166,Uhrf1bp1l,UHRF1-binding protein 1-like,-0.5072499627091497,0.999999999990223,0.344647098393894,-0.27813953442,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_027238,Ttc39b,tetratricopeptide repeat protein 39B,0.5592471543992362,0.637613612807354,0.34446285797731,-0.089791727802,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_172700,Zmpste24,CAAX prenyl protease 1 homolog,2.41672612974914,0.0185715729419798,0.344085143553899,-0.151167945211,A_and_B_overlap,0,,,,,,,,,,,,,,,,,False
NM_023587,Ptplb,3-hydroxyacyl-CoA dehydratase 2,1.13749153316025,0.28996482581409,0.344023222799044,0.1634003703,Not_candidate,9,8.0,5.0,3.0,2.4444444444444446,328.0,143.85714285714286,270.0,155.85714285714286,294.0,121.0,0.994923632572,0.7825124644775714,1.34222143241,0.9534021921914285,1.07508208871,0.850752224331375,True
NM_139218,Dppa3,developmental pluripotency-associated protein 3,1.3263687387670335,0.20392760240493,0.343306377945495,-1.40468523852,Not_candidate,9,4.0,1.0,3.0,1.5555555555555556,149.0,68.42857142857143,167.0,118.66666666666667,158.0,95.5,1.14561165076,0.9573522084118571,1.09370201563,0.8494764772763332,0.954652447078,0.7322421886205,True
NM_026218,Fgfr1op2,FGFR1 oncogene partner 2 homolog,-0.40214738663639266,0.999999999990223,0.342798147876502,-0.602162399405,Not_candidate,10,5.0,3.0,3.0,1.8,48.0,25.0,45.0,24.428571428571427,51.0,29.8,1.09478022601,0.9063854725873334,0.974314752869,0.844704139964857,1.30743427479,1.0116458368030001,True
NM_009145,Nptn,neuroplastin precursor,1.3632723162027667,0.195550048104725,0.342751641140464,-0.0263038764456,Not_candidate,21,13.0,6.0,3.0,1.9047619047619047,279.0,89.83333333333333,388.0,97.15384615384616,535.0,115.8,1.13772860857,0.8110436438813333,0.978399896282,0.7968849042259231,1.11321600147,0.8690708287716,True
NM_025319,0610009B22Rik,uncharacterized protein LOC66050,-1.5647014184569354,0.999999999990223,0.341702492242905,-0.241534585756,Not_candidate,2,1.0,0.0,2.0,1.5,46.0,46.0,41.0,41.0,31.0,31.0,0.5500755236,0.5500755236,0.835902598887,0.835902598887,0.818633622929,0.818633622929,True
NM_207623,Rnf138,E3 ubiquitin-protein ligase RNF138 isoform 1,0.6622049707152321,0.567191681793838,0.340301412592478,-0.35630012568,Not_candidate,22,20.0,10.0,3.0,2.3636363636363638,146.0,69.6842105263158,202.0,108.5,215.0,85.42105263157895,1.30842312886,0.9335568295291052,1.36426220834,0.7975662904694286,1.41919092013,0.8431465833911053,True
NM_001199843,1700019E19Rik,intraflagellar transport protein 43 homolog,-1.138707697937302,0.999999999990223,0.338995909987211,-0.208976165554,Not_candidate,1,0.0,0.0,1.0,1.0,10.0,10.0,,,,,1.02965301406,1.02965301406,,,,,True
NM_013840,Uxt,protein UXT,-1.1044326751594589,0.999999999990223,0.338174144756847,-1.03428004627,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_011676,Unc119,protein unc-119 homolog A,-3.4636576592958463,0.999999999990223,0.338046047920025,-0.426696821277,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_025762,4933434E20Rik,uncharacterized protein C1orf43 homolog isoform 1,-0.33457757782447034,0.999999999990223,0.337403298227002,-0.225870176911,Not_candidate,12,7.0,3.0,3.0,1.8333333333333333,87.0,46.625,104.0,49.714285714285715,88.0,47.42857142857143,1.07350201756,0.91407383096675,1.12473027623,1.0061842980811428,1.2485510865,0.9004428049017142,True
NM_144900,Atp1a1,sodium/potassium-transporting ATPase subunit alpha-1 precursor,0.8698886165240011,0.441474798144858,0.337089504436989,0.00412986793287,Not_candidate,34,27.0,20.0,3.0,2.3823529411764706,1324.0,267.58620689655174,1245.0,267.7826086956522,1391.0,275.7586206896552,1.34632822113,0.9641169092738621,1.23658232975,0.8928541963397392,1.27141316749,0.892617400568138,True
NM_181039,Lphn1,latrophilin-1 precursor,-0.5331807033972467,0.999999999990223,0.336842637748772,0.160452219231,Not_candidate,28,17.0,9.0,3.0,1.9285714285714286,134.0,48.5,120.0,37.81818181818182,98.0,45.5,1.25046449684,0.8290384370999444,1.2932735075,0.8605874359138636,1.26275210364,0.8790272511274286,True
NM_009748,Bet1,BET1 homolog,0.47065719500125097,0.69742349477935,0.335336090458893,-0.0894557425974,Not_candidate,4,4.0,1.0,3.0,2.25,66.0,66.0,108.0,74.75,57.0,43.25,0.745012066561,0.745012066561,0.905185229368,0.758613331189,0.94508674535,0.762187998689,True
NM_001085495,Arfgef2,ADP-ribosylation factor guanine,-0.8992671697406481,0.999999999990223,0.335137766284149,-0.0398617759723,Not_candidate,13,6.0,2.0,3.0,1.6153846153846154,53.0,28.75,58.0,28.5,108.0,40.666666666666664,1.31972992152,0.9188502678443751,1.09606732845,0.79795478168,1.34211317891,0.8865707113771111,True
NM_008569,Anapc1,anaphase-promoting complex subunit 1,-0.5864846377856073,0.999999999990223,0.335077150702889,-0.00636058163376,Not_candidate,33,16.0,8.0,3.0,1.7272727272727273,204.0,51.333333333333336,186.0,49.526315789473685,152.0,49.3,1.2706478162,0.9122918687962223,1.19747807741,0.9102920384635262,1.46904707382,0.9733267187492001,True
NM_027978,Coq2,"4-hydroxybenzoate polyprenyltransferase, mitochondrial precursor",-1.5153456363476367,0.999999999990223,0.333997989084911,-0.359136619668,Not_candidate,7,4.0,2.0,3.0,1.8571428571428572,71.0,30.5,67.0,41.5,84.0,29.4,1.03662796886,0.8419314949475,0.955540321244,0.76122385215625,1.29926588881,0.9104057321986,True
NM_025274,Dppa5a,developmental pluripotency-associated protein 5A,-0.8684772936192754,0.999999999990223,0.333666586674318,0.536400723073,Not_candidate,5,4.0,3.0,3.0,2.4,3146.0,2115.6666666666665,2676.0,1179.8,2984.0,1613.25,0.967598647325,0.8535789876113333,1.01971573535,0.8196683080553999,1.0072717465,0.799325338017,True
NM_007507,Atp5k,"ATP synthase subunit e, mitochondrial",-1.4274851093989867,0.999999999990223,0.333659711194608,0.202376146789,Not_candidate,1,1.0,0.0,2.0,2.0,,,55.0,55.0,48.0,48.0,,,0.585952618304,0.585952618304,0.864952237387,0.864952237387,True
NM_178653,Sccpdh,probable saccharopine dehydrogenase,0.6742271254347484,0.561854921108802,0.332283277171467,0.0194392909174,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_026610,Ndufb4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,-1.5630987809249615,0.999999999990223,0.330364553102596,-0.816780886566,Not_candidate,2,1.0,0.0,2.0,1.5,,,50.0,31.0,37.0,37.0,,,0.959614793912,0.892615945671,0.878008435959,0.878008435959,True
NM_007431,Alpl,"alkaline phosphatase, tissue-nonspecific isozyme precursor",0.24730803185505534,0.867705886179795,0.330260145429569,0.709406234469,Not_candidate,16,8.0,5.0,3.0,1.8125,312.0,108.5,384.0,111.0,477.0,132.2,1.22671215523,1.0019354829994,1.27407556276,0.9221653810425556,1.26212220931,0.8870583181651,True
NM_010124,Eif4ebp2,eukaryotic translation initiation factor 4E-binding protein 2,-1.5214522449051966,0.999999999990223,0.330137682813926,-0.0513187851772,Not_candidate,10,7.0,4.0,3.0,2.1,257.0,57.9,146.0,66.4,106.0,53.833333333333336,1.21899209698,0.8798034443459001,1.14884919922,0.8902354211478001,1.04908982811,0.8268817495706667,True
NM_172508,Dse,dermatan-sulfate epimerase precursor,1.8229140330718134,0.071659288695391,0.329493875777835,0.0934230286063,Not_candidate,33,20.0,11.0,3.0,1.9393939393939394,833.0,163.0,790.0,130.3913043478261,1104.0,169.1818181818182,1.31412572369,0.8628644590526315,1.3072502156,0.8113209039954349,1.31816704643,0.9494209729490909,True
NM_019499,Mad2l1,mitotic spindle assembly checkpoint protein MAD2A,-0.9457099030667034,0.999999999990223,0.329484034416601,-0.667664370862,Not_candidate,5,3.0,0.0,2.0,1.6,38.0,38.0,22.0,18.666666666666668,44.0,32.25,1.03346192451,1.03346192451,1.02965301406,0.7379584069830001,0.98866670129,0.8205946830295,True
NM_011135,Cnot7,CCR4-NOT transcription complex subunit 7,0.883603375700739,0.431928611463353,0.32923167283796,-0.30269827971,Not_candidate,14,9.0,4.0,3.0,1.9285714285714286,412.0,75.55555555555556,425.0,79.3,511.0,109.125,1.3015331656,0.8939224921187778,1.18232392391,0.8591877053077001,1.36238437223,0.996313105274125,True
NM_028320,Adipor1,adiponectin receptor protein 1,-0.857736854683783,0.999999999990223,0.328992396940829,0.403743852703,Not_candidate,14,10.0,4.0,3.0,2.0,76.0,43.44444444444444,89.0,44.2,72.0,36.666666666666664,1.02802468954,0.7826847756961111,1.13349924862,0.9016065655159,1.09339030648,0.8712371607993332,True
NM_008786,Pcmt1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.0005076953764207326,0.999999999990223,0.328737036999447,-0.097569917567,Not_candidate,6,3.0,1.0,3.0,1.6666666666666667,43.0,40.0,123.0,41.5,33.0,24.25,0.921662341964,0.8998816141129999,1.07952957333,0.9434486951635,1.08219553004,0.834411762828,True
NM_011635,Trap1a,tumor rejection antigen P815A,1.9173042356389065,0.0565764628182519,0.328695898963121,-0.226915643974,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_022327,Ralb,ras-related protein Ral-B precursor,-0.0880768821718118,0.999999999990223,0.328373451425393,0.131468887857,Not_candidate,12,9.0,3.0,3.0,2.0,133.0,61.125,126.0,57.77777777777778,90.0,52.714285714285715,0.947057152283,0.79440847751725,0.972480932338,0.7212231648657778,1.17547467825,0.9079686163887143,True
NM_011997,Casp8ap2,CASP8-associated protein 2,1.1653504109063564,0.275435319337061,0.328287686492523,-0.707836255844,Not_candidate,39,26.0,13.0,3.0,2.0,140.0,55.54545454545455,205.0,55.41379310344828,232.0,59.407407407407405,1.47383445105,0.895663066571409,1.4510874904,0.913000025770931,1.12064691785,0.7506168718537408,True
NM_207669,Gabpb1,GA-binding protein subunit beta-1 isoform a,-0.9341632508732275,0.999999999990223,0.328152749281749,-0.581995701774,Not_candidate,7,2.0,1.0,3.0,1.4285714285714286,36.0,20.714285714285715,52.0,52.0,41.0,27.5,1.08219553004,0.9626019621618571,0.661739851035,0.661739851035,1.03460123291,0.851729147642,True
NM_027534,Kdsr,3-ketodihydrosphingosine reductase precursor,1.8409950835392366,0.0693126774773774,0.326318377037042,0.0818499141987,Not_candidate,26,15.0,9.0,3.0,1.9230769230769231,549.0,141.78947368421052,548.0,138.33333333333334,708.0,143.9375,1.09752996001,0.8782684605401578,1.19838112599,0.8369825304121333,1.11371720687,0.8425050977811875,True
NM_026071,Slc25a19,mitochondrial thiamine pyrophosphate carrier isoform 1,-0.8892966273247923,0.999999999990223,0.325852957786391,-0.0432113683332,Not_candidate,0,,,,,,,,,,,,,,,,,False
