Accession,Gene Symbol,Description,mean_CLIP_enrichment,CLIP-seq FDR,Ribosome density change (log2),RNA-seq mRNA change upon Lin28a KD (log2),candidate_group,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_007756,Cplx1,complexin-1,,,,-0.0350008196798,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007758,Cr2,complement receptor type 2 precursor,1.4159758378145266,1.0,,0.223697744775,Not_candidate,2,0.0,0.0,1.0,1.0,5.0,5.0,8.0,8.0,,,0.950270539233,0.950270539233,0.974314752869,0.974314752869,,,True
NM_007759,Crabp2,cellular retinoic acid-binding protein 2,,,,-0.0923125549789,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007760,Crat,carnitine O-acetyltransferase,-1.9239165894802899,0.999999999990223,,0.355410102034,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007762,Crhr1,corticotropin-releasing factor receptor 1 precursor,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007769,Dmbt1,deleted in malignant brain tumors 1 protein precursor,,,,-0.893072744931,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007772,Hivep1,zinc finger protein 40,-0.10850400522250132,0.999999999990223,,-0.258045473114,Not_candidate,1,0.0,0.0,1.0,1.0,7.0,7.0,,,,,1.07899220788,1.07899220788,,,,,True
NM_007774,Cryga,gamma-crystallin A,,,,-0.351570914723,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007776,Crygd,gamma-crystallin D,,,,1.61476241677,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007777,Cryge,gamma-crystallin E,,,,-0.284321574058,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007778,Csf1,macrophage colony-stimulating factor 1 isoform 1 precursor,,,,-0.971615698011,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007782,Csf3r,granulocyte colony-stimulating factor receptor precursor,,,,-0.842739815893,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007789,Ncan,neurocan core protein precursor,1.4346406830382767,0.169948577619428,,0.242783138024,Not_candidate,1,1.0,1.0,3.0,3.0,20.0,20.0,3.0,3.0,24.0,24.0,0.950270539233,0.950270539233,0.636514168295,0.636514168295,0.6036372515,0.6036372515,True
NM_007795,Ctf1,cardiotrophin-1,,,,1.7021883588,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007800,Ctsg,cathepsin G preproprotein,,,,2.04156925289,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007801,Ctsh,pro-cathepsin H preproprotein,,,,0.250926375439,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007802,Ctsk,cathepsin K precursor,,,,-0.222182432338,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007804,Cux2,homeobox protein cut-like 2,,,,2.05006490195,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007807,Cybb,cytochrome b-245 heavy chain,,,,-0.644346332249,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007809,Cyp17a1,"steroid 17-alpha-hydroxylase/17,20 lyase precursor",,,,1.09150811572,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007811,Cyp26a1,cytochrome P450 26A1,,,,1.73904262101,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007814,Cyp2b19,cytochrome P450 2B19 precursor,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007819,Cyp3a13,cytochrome P450 3A13,,,,1.26856100418,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007822,Cyp4a14,cytochrome P450 4A14 precursor,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007825,Cyp7b1,25-hydroxycholesterol 7-alpha-hydroxylase,0.90930681818773,1.0,,-0.190849154914,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007826,Dach1,dachshund homolog 1 isoform 1,,,,0.997274210941,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007827,Daf2,complement decay-accelerating factor transmembrane isoform precursor,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007837,Ddit3,DNA damage-inducible transcript 3 protein,0.17073058783592066,1.0,,-0.63082463183,Not_candidate,1,1.0,0.0,2.0,2.0,20.0,20.0,16.0,16.0,,,0.950270539233,0.950270539233,1.09478022601,1.09478022601,,,True
NM_007854,Slc29a2,equilibrative nucleoside transporter 2,-0.750721208757699,0.999999999990223,,-0.326342842181,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007857,Dhh,desert hedgehog protein precursor,,,,1.03134607669,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007859,Dffb,DNA fragmentation factor subunit beta,-1.4588623785516608,0.999999999990223,,0.257275448855,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007863,Mpp3,MAGUK p55 subfamily member 3,,,,-0.896872526857,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007864,Dlg4,disks large homolog 4 isoform 1,-0.8719397207357243,0.999999999990223,,0.0513631898603,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007865,Dll1,delta-like protein 1 precursor,0.5283208335737167,1.0,,-1.22766099305,Not_candidate,1,1.0,0.0,2.0,2.0,10.0,10.0,,,17.0,17.0,0.610864302055,0.610864302055,,,0.873900414269,0.873900414269,True
NM_007866,Dll3,delta-like protein 3 precursor,0.1117967848979748,1.0,,-0.0888302452212,Not_candidate,1,0.0,0.0,1.0,1.0,,,,,8.0,8.0,,,,,0.974314752869,0.974314752869,True
NM_007867,Dlx4,homeobox protein DLX-4,,,,1.10031595198,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007868,Dmd,dystrophin,0.1105220951994038,0.963425900269301,,0.286131155622,Not_candidate,6,5.0,4.0,3.0,2.5,54.0,26.666666666666668,46.0,23.8,38.0,29.75,1.01249471103,0.851680310267,1.15504078933,0.7487345425404,1.01986521428,0.7358576856857499,True
NM_007869,Dnajc1,dnaJ homolog subfamily C member 1 precursor,1.004988712489026,0.360251056595307,,0.242234985567,Not_candidate,1,0.0,0.0,1.0,1.0,32.0,32.0,,,,,1.00369036784,1.00369036784,,,,,True
NM_007870,Dnase1l3,deoxyribonuclease gamma precursor,,,,1.08798487356,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007873,Doc2b,double C2-like domain-containing protein beta,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007875,Dpagt1,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,0.06575521517312499,0.980359204738811,,0.0966781031519,Not_candidate,2,1.0,0.0,2.0,1.5,83.0,83.0,20.0,20.0,56.0,56.0,0.934572514791,0.934572514791,1.03972077084,1.03972077084,0.6829081047,0.6829081047,True
NM_007876,Dpep1,dipeptidase 1 precursor,,,,0.549844822078,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007878,Drd4,D(4) dopamine receptor,,,,-1.58623006277,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007880,Arid3a,AT-rich interactive domain-containing protein 3A,-1.2736970258305467,0.999999999990223,,0.33260570516,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007881,Atn1,atrophin-1,-1.8210454264480933,0.999999999990223,,0.762745370757,Not_candidate,3,1.0,0.0,2.0,1.3333333333333333,18.0,15.0,73.0,73.0,36.0,36.0,1.06085694716,1.036130605935,1.02461262114,1.02461262114,0.826028882922,0.826028882922,True
NM_007882,Dsc3,desmocollin-3 precursor,,,,-0.554204368764,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007885,Slc26a2,sulfate transporter,1.8227193453759067,0.0716747789635477,,0.0427680850962,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007887,Dub1,ubiquitin carboxyl-terminal hydrolase DUB-1,,,,0.478194451937,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007889,Dvl3,segment polarity protein dishevelled homolog DVL-3,-2.589536473877143,0.999999999990223,,0.413830441189,Not_candidate,1,1.0,0.0,2.0,2.0,,,9.0,9.0,17.0,17.0,,,0.686961576597,0.686961576597,0.868719682914,0.868719682914,True
NM_007893,E4f1,transcription factor E4F1,-1.7692133096387301,0.999999999990223,,0.105908751653,Not_candidate,2,1.0,0.0,2.0,1.5,,,23.0,19.5,29.0,29.0,,,0.984086503083,0.808227988058,1.37034178998,1.37034178998,True
NM_007897,Ebf1,transcription factor COE1,,,,-0.648058175441,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007899,Ecm1,extracellular matrix protein 1 precursor,,,,-0.0947624201449,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007901,S1pr1,sphingosine 1-phosphate receptor 1,,,,0.459937063612,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007902,Edn2,endothelin-2 precursor,,,,0.877242366236,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007904,Ednrb,endothelin B receptor isoform 1,,,,1.21215569163,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007906,Eef1a2,elongation factor 1-alpha 2,,,,0.164828217282,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007908,Eef2k,eukaryotic elongation factor 2 kinase,-1.0302286663704376,0.999999999990223,,0.00534352495916,Not_candidate,12,6.0,1.0,3.0,1.5833333333333333,28.0,15.571428571428571,30.0,23.428571428571427,18.0,10.8,1.07899220788,0.9180860210512857,1.03323303978,0.853133459581857,0.853236150556,0.64643670752,True
NM_007909,Efna2,ephrin-A2 precursor,,,,-0.125096730183,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007910,Efna4,ephrin-A4 precursor,0.18635218835659728,0.895656790733327,,0.778451878717,Not_candidate,2,2.0,1.0,3.0,2.5,40.0,40.0,47.0,41.0,26.0,25.0,0.856840995039,0.856840995039,0.950270539233,0.9124431600625,0.882827543575,0.7879873620675,True
NM_007911,Efnb3,ephrin-B3 precursor,-1.5128227442637299,0.999999999990223,,0.222949610668,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007913,Egr1,early growth response protein 1,-0.12646106661200093,0.999999999990223,,-0.229704060497,Not_candidate,6,4.0,1.0,3.0,1.8333333333333333,156.0,68.8,75.0,39.333333333333336,251.0,153.66666666666666,1.33979428029,0.938214984339,1.09703239035,0.8139362104846667,0.942216333813,0.9181934040826666,True
NM_007914,Ehf,ETS homologous factor,,,,-1.19341073526,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007919,Cela2a,chymotrypsin-like elastase family member 2A precursor,,,,0.323981014893,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007920,Elf1,ETS-related transcription factor Elf-1,-0.560564817833219,0.999999999990223,,0.225264457226,Not_candidate,4,2.0,0.0,2.0,1.5,28.0,22.25,8.0,8.0,15.0,15.0,1.08979731267,0.883961900188,0.661563238158,0.661563238158,0.970115783987,0.970115783987,True
NM_007922,Elk1,ETS domain-containing protein Elk-1,-0.784630919691914,0.999999999990223,,0.451112045597,Not_candidate,2,2.0,1.0,3.0,2.5,46.0,31.5,35.0,35.0,62.0,38.0,1.33971804349,1.33362796329,0.772802246315,0.772802246315,0.598269588585,0.569299718463,True
NM_007923,Elk4,ETS domain-containing protein Elk-4,-0.581379769620095,0.999999999990223,,0.201027154575,Not_candidate,5,5.0,1.0,3.0,2.2,31.0,17.6,53.0,34.25,31.0,21.5,1.11999035565,0.8627597230744,1.25290279117,0.9298496961925,0.918427784993,0.7992553449145,True
NM_007924,Ell,RNA polymerase II elongation factor ELL,-1.8333588473384133,0.999999999990223,,0.700271508059,Not_candidate,2,1.0,0.0,2.0,1.5,27.0,22.5,,,13.0,13.0,1.0820131534,0.9914610133124999,,,0.666278442415,0.666278442415,True
NM_007925,Eln,elastin precursor,,,,-0.437026939285,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007929,Emp2,epithelial membrane protein 2,,,,1.34671966479,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007933,Eno3,beta-enolase isoform 1,-0.877038252436023,0.999999999990223,,-0.172101287,Not_candidate,2,0.0,0.0,1.0,1.0,17.0,17.0,,,16.0,16.0,1.0027399544,1.0027399544,,,0.830523691483,0.830523691483,True
NM_007934,Enpep,glutamyl aminopeptidase,,,,-0.398250869395,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007935,Epc1,enhancer of polycomb homolog 1 isoform 1,-1.6375214469265764,0.999999999990223,,0.0972395981634,Not_candidate,1,0.0,0.0,1.0,1.0,,,16.0,16.0,,,,,0.947057152283,0.947057152283,,,True
NM_007936,Epha4,ephrin type-A receptor 4 precursor,1.8477265937361234,0.0681218771483876,,0.330613390564,Not_candidate,35,17.0,8.0,3.0,1.7142857142857142,179.0,42.0,142.0,49.111111111111114,123.0,42.142857142857146,1.41153873371,0.879126910484381,1.0934927419,0.8829197910499444,1.34730800956,0.9633924867510001,True
NM_007938,Epha6,ephrin type-A receptor 6,,,,0.318583370032,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007939,Epha8,ephrin type-A receptor 8 precursor,,,,-0.97000426413,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007941,Stx2,syntaxin-2,-0.364796133077732,0.999999999990223,,0.156996032227,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007942,Epo,erythropoietin precursor,,,,2.77063531485,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007945,Eps8,epidermal growth factor receptor kinase substrate 8,-0.1445137115202312,0.999999999990223,,-0.339710497785,Not_candidate,4,2.0,2.0,3.0,2.0,103.0,83.5,62.0,37.5,58.0,41.0,1.48553818395,1.0129388604095,1.3755714105,1.03377712859775,0.946082494161,0.7289112837889999,True
NM_007946,Epx,eosinophil peroxidase precursor,,,,-1.64366082999,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007955,Ptprv,receptor-type tyrosine-protein phosphatase V precursor,-0.9276791248209507,0.999999999990223,,0.609746655671,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007957,Esx1,"extraembryonic, spermatogenesis, homeobox 1",,,,1.12304680412,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007959,Etv2,ETS translocation variant 2,,,,-0.715084004269,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007960,Etv1,ETS translocation variant 1 isoform a,1.42437474501779,0.172070417774662,,-0.980592781363,Not_candidate,6,5.0,3.0,3.0,2.3333333333333335,83.0,37.2,102.0,44.0,104.0,59.0,1.10766669492,0.9271387974181999,1.07472122512,0.8404049995354,1.05287761272,0.8956612925599999,True
NM_007961,Etv6,transcription factor ETV6,0.263722990096636,0.857512222070531,,0.286237505948,Not_candidate,14,8.0,3.0,3.0,1.7857142857142858,64.0,39.125,83.0,41.111111111111114,94.0,33.5,1.16540534732,0.9533543765506249,1.2298443212,0.7849652397562222,1.07158492482,0.84520686708275,True
NM_007963,Mecom,MDS1 and EVI1 complex locus protein EVI1 isoform 1,,,,-1.49173802807,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007966,Evx1,homeobox even-skipped homolog protein 1,,,,1.66499522228,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007970,Ezh1,histone-lysine N-methyltransferase EZH1,-1.3698066820527466,0.999999999990223,,0.0545060755036,Not_candidate,4,1.0,0.0,2.0,1.25,22.0,19.5,19.0,12.0,,,1.0027399544,0.8141156570629999,1.03972077084,0.9246851092133334,,,True
NM_007976,F5,coagulation factor V precursor,,,,0.696955100308,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007977,F8,coagulation factor VIII isoform 1,,,,1.1395623608,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007978,F8a,factor VIII intron 22 protein,,,,1.903010435,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007987,Fas,tumor necrosis factor receptor superfamily member 6 isoform 1 precursor,,,,1.79728763695,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007992,Fbln2,fibulin-2 isoform a,0.11186767726147934,1.0,,0.272204082329,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007993,Fbn1,fibrillin-1 precursor,1.5085857042887465,0.143791253522609,,-0.205563890137,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007994,Fbp2,"fructose-1,6-bisphosphatase isozyme 2",,,,2.33064032179,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007995,Fcna,ficolin-1 precursor,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_007997,Fdxr,"NADPH:adrenodoxin oxidoreductase, mitochondrial",-0.7474711501167782,0.999999999990223,,-0.236255017309,Not_candidate,5,3.0,2.0,3.0,2.0,32.0,21.5,21.0,19.0,33.0,28.0,1.13920611597,0.9270756871615,1.36543064667,1.1607375138184999,1.48354302876,1.138128032911,True
NM_007998,Fech,"ferrochelatase, mitochondrial",-1.351950585293884,0.999999999990223,,-0.516565173883,Not_candidate,2,0.0,0.0,1.0,1.0,,,27.0,22.0,,,,,0.989651634333,0.931776024301,,,True
NM_008002,Fgf10,fibroblast growth factor 10 precursor,,,,0.88914087152,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008003,Fgf15,fibroblast growth factor 15 precursor,-0.007978655735898737,0.999999999990223,,0.688908107246,Not_candidate,3,1.0,1.0,3.0,1.6666666666666667,84.0,84.0,63.0,46.0,93.0,56.5,0.952647228699,0.952647228699,1.02223230704,0.8906829715589999,1.21446482686,1.019092279186,True
NM_008005,Fgf18,fibroblast growth factor 18 precursor,1.126472093315406,0.282069607032049,,-0.608369781664,Not_candidate,3,2.0,1.0,3.0,2.0,146.0,85.5,127.0,61.0,189.0,189.0,1.17824009898,1.0304016971799999,1.19404230053,0.8977718372910001,1.11428055781,1.11428055781,True
NM_008006,Fgf2,heparin-binding growth factor 2 precursor,,,,2.80563979555,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008007,Fgf3,fibroblast growth factor 3 precursor,,,,0.730433740028,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008008,Fgf7,keratinocyte growth factor precursor,,,,-0.763672458062,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008009,Fgfbp1,fibroblast growth factor-binding protein 1 precursor,,,,-0.205053950402,Not_candidate,1,0.0,0.0,1.0,1.0,,,,,25.0,25.0,,,,,1.07681866721,1.07681866721,True
NM_008010,Fgfr3,fibroblast growth factor receptor 3 isoform 1 precursor,,,,0.129071593908,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008011,Fgfr4,fibroblast growth factor receptor 4 precursor,,,,0.651407891264,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008012,Akr1b8,aldose reductase-related protein 2,-1.7796099315746965,0.999999999990223,,0.0491802815248,Not_candidate,1,0.0,0.0,1.0,1.0,23.0,23.0,,,,,0.88718517656,0.88718517656,,,,,True
NM_008013,Fgl2,fibroleukin precursor,1.1694551464770033,1.0,,0.0449703291895,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008018,Sh3pxd2a,SH3 and PX domain-containing protein 2A isoform 1,-1.190642341783643,0.999999999990223,,0.438927664109,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008027,Flot1,flotillin-1,-0.97533887443536,0.999999999990223,,0.0122479759228,Not_candidate,3,2.0,0.0,2.0,1.6666666666666667,20.0,16.0,31.0,31.0,50.0,29.0,0.918427784993,0.795719726001,0.913824288934,0.913824288934,0.900256051269,0.8744663033105,True
NM_008029,Flt4,vascular endothelial growth factor receptor 3 precursor,0.5462644189916803,0.638684389090559,,0.400426936275,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008032,Aff2,AF4/FMR2 family member 2,,,,-1.45835778677,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008035,Folr2,folate receptor beta precursor,,,,1.90618471772,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008036,Fosb,protein fosB,,,,0.438977948156,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008037,Fosl2,fos-related antigen 2,,,,0.374851117218,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008043,Frat1,proto-oncogene FRAT1,,,,-1.26551306128,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008044,Fxn,"frataxin, mitochondrial precursor",-2.806370152529874,0.999999999990223,,0.280065756267,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008046,Fst,follistatin precursor,1.7390769054068869,1.0,,1.4593775604,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008051,Fut1,galactoside 2-alpha-L-fucosyltransferase 1,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008052,Dtx1,protein deltex-1,-1.8496627623931967,0.999999999990223,,1.13696886579,Not_candidate,2,2.0,1.0,3.0,2.5,33.0,23.0,17.0,13.5,12.0,12.0,0.983961446001,0.8383247097215,0.956044380967,0.8245957807635,0.69314718056,0.69314718056,True
NM_008055,Fzd4,frizzled-4 precursor,0.09967554737047297,0.963392968389494,,-0.317097271211,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008056,Fzd6,frizzled-6 precursor,1.5907683024870967,0.121047859620127,,-0.200614370183,Not_candidate,2,2.0,1.0,3.0,2.5,19.0,17.0,14.0,13.5,9.0,9.0,0.708018976056,0.6905153215325,0.858740913006,0.7285052507955,1.27302833659,1.27302833659,True
NM_008058,Fzd8,frizzled-8 precursor,-2.003416253006837,0.999999999990223,,1.30938980734,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008059,G0s2,putative lymphocyte G0/G1 switch protein 2,,,,-0.391954072383,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008063,Slc37a4,glucose-6-phosphate translocase,-1.5093569374527636,0.999999999990223,,1.06330343697,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008067,Gabra3,gamma-aminobutyric acid receptor subunit alpha-3 precursor,,,,-1.65701217869,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008069,Gabrb1,gamma-aminobutyric acid receptor subunit beta-1 precursor,,,,-1.95490592561,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008070,Gabrb2,gamma-aminobutyric acid receptor subunit beta-2 precursor,,,,-0.728787931477,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008071,Gabrb3,gamma-aminobutyric acid receptor subunit beta-3 isoform a,0.6984944831529324,0.543048454370048,,-0.49750426389,Not_candidate,3,1.0,0.0,2.0,1.3333333333333333,,,15.0,14.5,19.0,16.5,,,1.08518861297,1.082090410425,1.07899220788,0.9981971941215,True
NM_008075,Gabrr1,gamma-aminobutyric acid receptor subunit rho-1 precursor,,,,0.24294752307,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008076,Gabrr2,gamma-aminobutyric acid receptor subunit rho-2,,,,0.0,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008077,Gad1,glutamate decarboxylase 1,,,,-0.191164219071,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008078,Gad2,glutamate decarboxylase 2,,,,1.70622940357,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008079,Galc,galactocerebrosidase precursor,1.4882986031743466,0.151594157528193,,-0.16034786897,Not_candidate,5,2.0,1.0,3.0,1.6,68.0,68.0,61.0,43.5,56.0,48.333333333333336,1.39684980085,1.39684980085,1.15829329021,1.04950228555,1.01687050008,0.834659555601,True
NM_008080,B4galnt1,"beta-1,4 N-acetylgalactosaminyltransferase 1 isoform 1",-2.2257436428910835,0.999999999990223,,1.38964004322,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008081,B4galnt2,"beta-1,4 N-acetylgalactosaminyltransferase 2",1.5496563710561233,1.0,,-0.452085032621,Not_candidate,4,0.0,0.0,1.0,1.0,14.0,14.0,,,18.0,15.333333333333334,1.03460123291,1.03460123291,,,1.08518861297,0.9277565555793332,True
NM_008082,Galr1,galanin receptor type 1,,,,0.786781294686,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008083,Gap43,neuromodulin,-1.0304769050545937,0.999999999990223,,0.10943249677,Not_candidate,2,2.0,0.0,2.0,2.0,15.0,15.0,36.0,36.0,25.0,18.5,0.636514168295,0.636514168295,1.04665415384,1.04665415384,0.950270539233,0.8147319026125,True
NM_008085,Gapdhs,"glyceraldehyde-3-phosphate dehydrogenase,",,,,-0.793438042495,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008086,Gas1,growth arrest-specific protein 1,,,,0.615280677525,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008087,Gas2,growth arrest-specific protein 2,0.32434431746657666,1.0,,-0.334204991744,Not_candidate,1,0.0,0.0,1.0,1.0,,,17.0,17.0,,,,,1.05510161817,1.05510161817,,,True
NM_008089,Gata1,erythroid transcription factor,,,,0.436246437885,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008090,Gata2,endothelial transcription factor GATA-2,,,,0.791455900161,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008091,Gata3,trans-acting T-cell-specific transcription factor GATA-3,,,,1.31606725246,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008092,Gata4,transcription factor GATA-4,,,,0.42277686046,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008093,Gata5,transcription factor GATA-5,,,,-1.38986795338,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008094,Gba,glucosylceramidase isoform 1,-0.29034702243163485,0.999999999990223,,-0.0477790877092,Not_candidate,4,1.0,0.0,2.0,1.25,24.0,24.0,28.0,17.5,42.0,29.0,1.06352150287,1.06352150287,1.07899220788,1.0173460494965,1.08219553004,0.8593548491674999,True
NM_008096,Gc,vitamin D-binding protein precursor,,,,-3.03881148679,Not_candidate,0,,,,,,,,,,,,,,,,,False
NM_008101,Gcgr,glucagon receptor precursor,,,,-0.978602071462,Not_candidate,0,,,,,,,,,,,,,,,,,False
