Accession,Gene Symbol,Description,candidate_group,high_confidence,Ribosome density change (log2),RNA-seq mRNA change upon Lin28a KD (log2),mean_CLIP_enrichment,CLIP-seq FDR,total_binding_site_count,binding_site_count,dominant_binding_region,5UTR_site_count,CDS_site_count,3UTR_site_count,is_ER_or_protein_folding,is_membrane_or_transmembrane,is_secretory_or_extracellular,is_Golgi_or_trafficking,is_lysosome_or_endosome,is_receptor_or_signaling,is_transporter_or_channel,is_adhesion_or_ECM,is_other_or_unclear,is_adhesion_or_ECM,ER_membrane_core,ER_membrane_broad
NM_013552,Hmmr,hyaluronan mediated motility receptor,Not_candidate,False,-0.0954067566994218,-0.499955481821,0.7571549458626633,0.513056358688378,27,27,CDS,0,20,7,False,False,False,False,False,True,False,False,False,False,False,False
NM_013750,Phlda3,pleckstrin homology-like domain family A member,Not_candidate,False,-0.095766479621721,0.61416543705,-2.17513182202898,0.999999999990223,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_054099,1110038F14Rik,UPF0488 protein C8orf33 homolog,Not_candidate,False,-0.0960741063781391,0.22452265107,-0.4756905036097263,0.999999999990223,5,5,CDS,0,5,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_021559,Zfp191,zinc finger protein 24,Not_candidate,False,-0.0961401319129569,-0.227284757233,-0.0272408329910957,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_021789,Trappc4,trafficking protein particle complex subunit 4,Not_candidate,False,-0.0961576925034632,-0.124886497573,-1.0108784568385945,0.999999999990223,0,0,none,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True
NM_025531,Slmo2,protein slowmo homolog 2,Not_candidate,False,-0.0963622854885528,-0.240614524161,-0.6215256830493107,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_177613,Cdc34,ubiquitin-conjugating enzyme E2 R1,Not_candidate,False,-0.0969286589392461,0.186443155679,-1.4723443831137502,0.999999999990223,8,8,CDS,1,4,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_026949,Cnot8,CCR4-NOT transcription complex subunit 8,Not_candidate,False,-0.0979808966112616,-0.215576786912,-0.9041680782915082,0.999999999990223,19,19,CDS,6,8,5,False,False,False,False,False,False,False,False,True,False,False,False
NM_001164621,Rnf14,E3 ubiquitin-protein ligase RNF14 isoform a,Not_candidate,False,-0.0981694134486319,-0.110360034033,-0.6443482180365341,0.999999999990223,6,6,CDS,0,5,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_025901,Polr3k,DNA-directed RNA polymerase III subunit RPC10,Not_candidate,False,-0.0981865674837674,-0.430474860102,-0.5638481803846264,0.999999999990223,3,3,3UTR,0,0,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_022324,Sdf2l1,stromal cell-derived factor 2-like protein 1 precursor,Not_candidate,False,-0.0987123675130838,0.365787543594,0.3346694185060173,0.801320434076297,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_025513,Exosc3,exosome complex component RRP40,Not_candidate,False,-0.0987789126917483,-0.434759671422,0.270054637169222,0.856032918451368,6,6,CDS,0,5,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_181416,Arhgap11a,rho GTPase-activating protein 11A,Not_candidate,False,-0.0988331247833094,-0.2147127448,0.1101623073204864,0.96381968702116,32,32,CDS,1,25,6,False,False,False,False,False,False,False,False,True,False,False,False
NM_018819,Brp44l,brain protein 44-like protein,Not_candidate,False,-0.098995637493493,0.38122311352,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_023423,Akirin1,akirin-1,Not_candidate,False,-0.0992208595393739,-0.211773290317,-0.9242951020012375,0.999999999990223,19,19,3UTR,0,1,18,False,False,False,False,False,False,False,False,True,False,False,False
NM_024174,Mrps23,"28S ribosomal protein S23, mitochondrial",Not_candidate,False,-0.0993224997998708,0.0320335240247,0.5888433015788603,0.617086763285888,10,10,CDS,0,8,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_025863,Trim59,tripartite motif-containing protein 59,Not_candidate,False,-0.0994211083105027,-0.166970996479,0.852480820963065,0.452821457512044,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_027189,Gemin7,gem-associated protein 7,Not_candidate,False,-0.0994720237619701,0.164672308246,-2.8861252195248466,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_023045,Xpo7,exportin-7,Not_candidate,False,-0.0996632184561724,-0.230108405606,-1.24794702285959,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_175543,Rab11fip4,rab11 family-interacting protein 4,Not_candidate,False,-0.0998627056008778,-0.43095601934,0.4334974304047597,0.730364439736347,8,8,CDS,0,5,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_025959,Psmc6,26S protease regulatory subunit 10B,Not_candidate,False,-0.0999721127194807,-0.501715107109,-0.3546435632708597,0.999999999990223,17,17,CDS,0,12,5,False,False,False,False,False,False,False,False,True,False,False,False
NM_026849,Mtmr14,myotubularin-related protein 14,Not_candidate,False,-0.100954058684647,0.158057846473,-1.3747040387702,0.999999999990223,10,10,CDS,3,6,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_138595,Gldc,"glycine dehydrogenase [decarboxylating],",Not_candidate,False,-0.101033433697182,-0.347458873459,1.2033923724919833,0.259458712719675,38,38,CDS,1,31,6,False,False,False,False,False,False,False,False,True,False,False,False
NM_133928,Chchd4,mitochondrial intermembrane space import and assembly protein 40,Not_candidate,False,-0.10112061044779,0.083786377475,-1.0149396744758297,0.999999999990223,5,5,3UTR,0,2,3,False,True,False,False,False,False,False,False,False,False,True,True
NM_145630,Pdk3,"pyruvate dehydrogenase kinase, isozyme 3",Not_candidate,False,-0.10166907804681,-0.342875266868,-0.4403502692479283,0.999999999990223,2,2,CDS,0,2,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_175095,Commd2,COMM domain-containing protein 2,Not_candidate,False,-0.101888836516298,-0.350006762604,-0.2036002423980789,0.999999999990223,6,6,tie,0,3,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_133771,Memo1,protein MEMO1,Not_candidate,False,-0.102911783818389,-0.0717857342158,-1.209525242735462,0.999999999990223,5,5,CDS,0,3,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_133247,Usp33,ubiquitin carboxyl-terminal hydrolase 33 isoform 1,Not_candidate,False,-0.102922850694789,-0.274194674275,-0.2467017722788573,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_025919,Rpl11,60S ribosomal protein L11,Not_candidate,False,-0.103151250489587,-0.351346309246,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_019668,Ube2a,ubiquitin-conjugating enzyme E2 A,Not_candidate,False,-0.103406362030888,-0.0859338673153,-0.3165611927189584,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_008019,Fkbp1a,peptidyl-prolyl cis-trans isomerase FKBP1A,Not_candidate,False,-0.103693924604916,-0.0848290385275,0.2555482567741943,0.86392177839951,12,12,3UTR,0,2,10,False,False,False,False,False,False,False,False,True,False,False,False
NM_026530,Mpnd,MPN domain-containing protein,Not_candidate,False,-0.104198505963734,-0.11572828411,1.6569136041518933,0.104561117968059,6,6,CDS,0,6,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_026936,Oxa1l,mitochondrial inner membrane protein OXA1L precursor,Not_candidate,False,-0.104296578230092,0.148603188933,-1.7504060791131668,0.999999999990223,10,10,CDS,0,8,2,False,True,False,False,False,False,False,False,False,False,True,True
NM_008575,Mdm4,protein Mdm4,Not_candidate,False,-0.105836712452005,-0.159287969945,-0.378966417000661,0.999999999990223,21,21,CDS,0,12,9,False,False,False,False,False,False,False,False,True,False,False,False
NM_178935,Txlng,gamma-taxilin,Not_candidate,False,-0.105943153039873,-0.238179836679,-0.375084687916898,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_026067,Eri1,3'-5' exoribonuclease 1,Not_candidate,False,-0.106268531206529,-0.286453460485,-0.25123605417119,0.999999999990223,14,14,3UTR,0,6,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_026554,Ncbp2,nuclear cap-binding protein subunit 2,Not_candidate,False,-0.106330705087551,-0.0466588907129,-0.0340655913655189,0.999999999990223,14,14,3UTR,0,5,9,False,False,False,False,False,False,False,False,True,False,False,False
NM_145944,Ccdc25,coiled-coil domain-containing protein 25,Not_candidate,False,-0.106441362519904,-0.317484344587,0.503626608847058,0.681079404669167,8,8,3UTR,0,2,6,False,False,False,False,False,False,False,False,True,False,False,False
NM_134080,Flnb,filamin-B,Not_candidate,False,-0.106493330955359,0.608219449902,0.8278120862390086,0.466639749096478,63,63,CDS,0,56,7,False,False,False,False,False,False,False,False,True,False,False,False
NM_001159559,Xrcc6bp1,mitochondrial inner membrane protease ATP23,Not_candidate,False,-0.107819450646793,-0.00720084136241,-2.0187020295133102,0.999999999990223,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_145553,Fam76a,protein FAM76A isoform A,Not_candidate,False,-0.107997372780505,-0.0915143512712,-0.8700854711488389,0.999999999990223,4,4,3UTR,0,0,4,False,False,False,False,False,False,False,False,True,False,False,False
NM_011247,Rbbp6,E3 ubiquitin-protein ligase RBBP6 isoform 1,Not_candidate,False,-0.108284443865851,-0.378355106857,0.5462451346170804,0.64668799414293,41,41,CDS,1,39,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001077696,Hdac5,histone deacetylase 5 isoform 1,Not_candidate,False,-0.10887881019357,0.558698022845,-2.23615166024802,0.999999999990223,3,3,CDS,0,3,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_017366,Acadvl,"very long-chain specific acyl-CoA dehydrogenase, mitochondrial precursor",Not_candidate,False,-0.109220766695335,0.223561079838,-1.085176212979499,0.999999999990223,3,3,CDS,0,3,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_026157,Mtpap,"poly(A) RNA polymerase, mitochondrial precursor",Not_candidate,False,-0.10944251520943,-0.248727613847,-1.3481698554276342,0.999999999990223,1,1,CDS,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_145452,Rasa1,RAS p21 protein activator 1,Not_candidate,False,-0.109752021055393,-0.353277362447,0.455955287764479,0.713234344226118,7,7,CDS,0,7,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_011826,Hax1,HCLS1-associated protein X-1,Not_candidate,False,-0.109770752541346,0.121878897261,-1.5830272110738166,0.999999999990223,8,8,CDS,0,8,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007862,Dlg1,disks large homolog 1 isoform 1,Not_candidate,False,-0.110183739697103,-0.0566413988538,0.162290614455374,0.924144383375451,19,19,tie,3,8,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_145427,Atpaf2,ATP synthase mitochondrial F1 complex assembly,Not_candidate,False,-0.110210349434327,-0.24213701046,-1.56343179415319,0.999999999990223,6,6,CDS,0,4,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_026272,Narf,nuclear prelamin A recognition factor,Not_candidate,False,-0.110338166432788,-0.117975413749,-1.2819186506870257,0.999999999990223,3,3,3UTR,0,0,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_138748,Ppp2r4,serine/threonine-protein phosphatase 2A activator,Not_candidate,False,-0.110700353554918,0.0851352902573,-1.0869160522114598,0.999999999990223,8,8,tie,0,4,4,False,False,False,False,False,False,False,False,True,False,False,False
NM_026545,Psmd8,26S proteasome non-ATPase regulatory subunit 8,Not_candidate,False,-0.110926634619631,-0.0676980565724,-0.5078115143369066,0.999999999990223,15,15,CDS,0,9,6,False,False,False,False,False,False,True,False,False,False,False,True
NM_026402,Atg3,ubiquitin-like-conjugating enzyme ATG3,Not_candidate,False,-0.11123674982592,-0.591016001276,0.5592440679540903,0.632641782561008,4,4,CDS,0,4,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_024213,Anapc4,anaphase-promoting complex subunit 4,Not_candidate,False,-0.111357043981791,-0.282498877581,0.400716280355694,0.758940937648569,14,14,CDS,0,13,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001081080,Phf3,PHD finger protein 3,Not_candidate,False,-0.112195186600428,-0.274793855737,0.182270621437798,0.911389524350331,41,41,CDS,0,39,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_029036,S100pbp,S100P-binding protein,Not_candidate,False,-0.112408606444362,-0.0276382978985,0.0656212980267643,0.985996666374261,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_029094,Pik3cb,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Not_candidate,False,-0.112752803295012,0.279773909425,-0.7893845217885768,0.999999999990223,14,14,CDS,1,12,1,False,False,False,False,False,True,False,False,False,False,False,False
NM_175114,Trak1,trafficking kinesin-binding protein 1,Not_candidate,False,-0.112843800533781,0.371069263314,-0.6932018213195791,0.999999999990223,0,0,none,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True
NM_178017,Hmgxb4,HMG domain-containing protein 4,Not_candidate,False,-0.113082021005661,-0.663716102291,-0.9887573746998728,0.999999999990223,11,11,3UTR,2,2,7,False,False,False,False,False,False,False,False,True,False,False,False
NM_007832,Dck,deoxycytidine kinase,Not_candidate,False,-0.113340414594395,-0.372106391519,-0.1175361597468535,0.999999999990223,4,4,3UTR,0,0,4,False,False,False,False,False,True,False,False,False,False,False,False
NM_008251,Hmgn1,non-histone chromosomal protein HMG-14,Not_candidate,False,-0.113632228218087,-0.596261154911,0.8196080074533496,0.468397856339231,12,12,3UTR,0,4,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_175639,Wdr43,WD repeat-containing protein 43,Not_candidate,False,-0.113875821322522,-0.573251236359,0.4177291294730834,0.74431310413385,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190985,Lancl1,lanC-like protein 1,Not_candidate,False,-0.113899330404825,0.0389477461187,-0.6132377460888684,0.999999999990223,7,7,CDS,0,5,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_008822,Pex7,peroxisomal biogenesis factor 7 isoform 1,Not_candidate,False,-0.1145277876170069,0.0668187497131,-1.606411129029767,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_030087,Ndufv3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial isoform 1",Not_candidate,False,-0.114964623712424,0.256529171106,-1.9293365100047364,0.999999999990223,4,4,tie,0,2,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001008785,Kbtbd8,kelch repeat and BTB domain-containing protein 8 isoform a,Not_candidate,False,-0.11534761290625,-0.545285160571,0.7296984215955197,0.53015566628926,19,19,3UTR,1,5,13,False,False,False,False,False,False,False,False,True,False,False,False
NM_153798,Polr2b,DNA-directed RNA polymerase II subunit RPB2,Not_candidate,False,-0.115858023212106,-0.188134082907,0.0706544441556753,0.985134440095322,42,42,CDS,0,42,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_016903,Esd,S-formylglutathione hydrolase,Not_candidate,False,-0.116038005533903,0.0310488405204,-0.816191720481204,0.999999999990223,2,2,CDS,0,2,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_145520,Trub2,probable tRNA pseudouridine synthase 2,Not_candidate,False,-0.116900238201095,-0.0483170541448,-1.028649602990322,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007525,Bard1,BRCA1-associated RING domain protein 1,Not_candidate,False,-0.11712919617829,-0.0223452324282,0.581093128501746,0.619135237385631,14,14,CDS,0,9,5,False,False,False,False,False,False,False,False,True,False,False,False
NM_146087,Csnk1a1,casein kinase I isoform alpha,Not_candidate,False,-0.117230876105063,-0.162954185748,-0.1594771233024232,0.999999999990223,24,24,CDS,6,14,4,False,False,False,False,False,True,False,False,False,False,False,False
NM_009551,Zfand5,AN1-type zinc finger protein 5,Not_candidate,False,-0.117506497203008,-0.294108454373,-0.7630493979100725,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_133722,Fam108c,abhydrolase domain-containing protein FAM108C1,Not_candidate,False,-0.117993297505327,0.0623211596171,-1.2994273566741132,0.999999999990223,3,3,3UTR,0,0,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_026115,Hat1,histone acetyltransferase type B catalytic subunit,Not_candidate,False,-0.118750019008692,-0.562725807288,-0.3320536483258753,0.999999999990223,14,14,CDS,0,13,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001164806,Bend4,BEN domain-containing protein 4,Not_candidate,False,-0.118885129242603,-0.227026998153,-0.4872906346008404,0.999999999990223,36,36,3UTR,0,0,36,False,False,False,False,False,False,False,False,True,False,False,False
NM_009750,Ngfrap1,protein BEX3 isoform a,Not_candidate,False,-0.119647436967479,0.326191105801,-0.1268453979405506,0.999999999990223,9,9,CDS,1,5,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_146107,Actr1b,beta-centractin,Not_candidate,False,-0.119867712281269,-0.0172887107902,-1.4515804328441133,0.999999999990223,17,17,CDS,0,13,4,False,False,False,False,False,False,False,False,True,False,False,False
NM_013765,Rps26,40S ribosomal protein S26,Not_candidate,False,-0.119959883414053,0.368873190073,3.638297448491807,0.0053623650467053,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_019824,Arpc3,actin-related protein 2/3 complex subunit 3,Not_candidate,False,-0.120025354705507,-0.0713686857055,-0.8122085504656203,0.999999999990223,6,6,CDS,0,4,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001040400,Tet2,methylcytosine dioxygenase TET2,Not_candidate,False,-0.120355625449169,1.01339802396,-0.0157019957815439,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_013842,Xbp1,X-box-binding protein 1,Not_candidate,False,-0.120458840126712,0.398596261382,0.5825411460460296,0.623397597380724,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_026377,6330577E15Rik,swi5-dependent recombination DNA repair protein,Not_candidate,False,-0.120558179535593,-0.475771449462,0.0615818248384952,0.991924450915466,7,7,CDS,0,5,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001040435,Tacc3,transforming acidic coiled-coil-containing protein 3,Not_candidate,False,-0.120644444337168,-0.0597267389856,-0.5326546865705007,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_172582,Coq6,ubiquinone biosynthesis monooxygenase COQ6 precursor,Not_candidate,False,-0.120707669318113,-0.0720340920759,-0.8808470678652197,0.999999999990223,3,3,CDS,0,3,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001100452,BC032203,uncharacterized protein KIAA0240,Not_candidate,False,-0.120942941511974,0.0488467756738,-0.872163125039587,0.999999999990223,10,10,3UTR,0,2,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_145410,Fam173a,protein FAM173A,Not_candidate,False,-0.120960424168506,-0.0474058241422,-1.7546342054750532,0.999999999990223,2,2,tie,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_024287,Rab6,ras-related protein Rab-6A isoform 2,Not_candidate,False,-0.121004258427252,-0.0849281565445,0.2571234335716955,0.857512222070531,10,10,3UTR,0,3,7,False,False,False,False,False,False,False,False,True,False,False,False
NM_025417,Commd4,COMM domain-containing protein 4,Not_candidate,False,-0.121185966989445,0.331607159079,-0.9509813891582852,0.999999999990223,6,6,CDS,0,5,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_008633,Mtap4,microtubule-associated protein 4 isoform 2,Not_candidate,False,-0.121410125692888,0.466000296794,-1.4119064864078965,0.999999999990223,20,20,tie,0,10,10,False,False,False,False,False,False,False,False,True,False,False,False
NM_024195,Cyb5r4,cytochrome b5 reductase 4,Not_candidate,False,-0.121890156708539,-0.347506367775,-0.3583246957577117,0.999999999990223,15,15,CDS,0,11,4,False,False,False,False,False,False,False,False,True,False,False,False
NM_001115130,Zbtb44,zinc finger and BTB domain-containing protein 44 isoform a,Not_candidate,False,-0.122478808970116,0.313779009369,0.2713639746732046,0.854436948716222,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_009720,Atox1,copper transport protein ATOX1,Not_candidate,False,-0.122936211115346,0.106038054272,-1.7170088761406266,0.999999999990223,2,2,tie,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001163819,Fance,"Fanconi anemia, complementation group E isoform 1",Not_candidate,False,-0.12312876687231,-0.23270310648,-2.448942032989064,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_026246,Mrpl49,"39S ribosomal protein L49, mitochondrial",Not_candidate,False,-0.123324318274533,-0.00987123053923,-1.1017938638635776,0.999999999990223,5,5,3UTR,0,2,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_199196,Suz12,polycomb protein Suz12 isoform 1,Not_candidate,False,-0.12356950600452,-0.275767586425,0.7331090236962435,0.530450384394525,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_021523,Huwe1,E3 ubiquitin-protein ligase HUWE1,Not_candidate,False,-0.123958276149977,0.0515306769808,0.8463992339683003,0.456260877667544,132,132,CDS,2,127,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_025537,Tsfm,"elongation factor Ts, mitochondrial precursor",Not_candidate,False,-0.124308314815062,-0.205639009029,-1.4582096240748563,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_008907,Ppia,peptidyl-prolyl cis-trans isomerase A,Not_candidate,False,-0.124641864619263,0.147305807093,,,7,7,CDS,0,4,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_001163024,Mon2,protein MON2 homolog isoform 1,Not_candidate,False,-0.124669317784317,0.056913381635,-0.2577577601869253,0.999999999990223,21,21,CDS,0,16,5,False,False,False,False,False,False,False,False,True,False,False,False
NM_001033219,Slc45a4,solute carrier family 45 member 4 isoform 1,Not_candidate,False,-0.124703525464544,0.441189388437,-0.1643527943266356,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_025701,Trappc5,trafficking protein particle complex subunit 5,Not_candidate,False,-0.124807121584706,0.488411733742,-1.6267849575053732,0.999999999990223,0,0,none,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True
NM_025602,Ccdc59,thyroid transcription factor 1-associated,Not_candidate,False,-0.125198732309663,-0.365320634483,-0.4996118499990554,0.999999999990223,4,4,CDS,0,3,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_029368,1700029F09Rik,uncharacterized protein C13orf27 homolog,Not_candidate,False,-0.125418769470022,-0.240652019304,-0.1949358522018851,0.999999999990223,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_020048,Med20,mediator of RNA polymerase II transcription,Not_candidate,False,-0.125461034588908,-0.540581892144,-1.21314401932554,0.999999999990223,5,5,3UTR,0,1,4,False,False,False,False,False,False,False,False,True,False,False,False
NM_029354,Mzt2,mitotic-spindle organizing protein 2,Not_candidate,False,-0.125672099470094,-0.0385594757958,-3.28996936949806,0.999999999990223,1,1,5UTR,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_019920,Mapksp1,ragulator complex protein LAMTOR3,Not_candidate,False,-0.12579625944493,0.355040571408,-4.064215025980797,0.999999999990223,6,6,3UTR,0,2,4,False,False,False,False,False,False,False,False,True,False,False,False
NM_001013792,Fam105b,protein FAM105B,Not_candidate,False,-0.126048796397384,-0.686719079459,-0.4816060548788536,0.999999999990223,8,8,CDS,0,7,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_027421,Ints2,integrator complex subunit 2,Not_candidate,False,-0.12607963065753,-0.124170596728,0.4423649676087026,0.721987247637591,28,28,CDS,0,21,7,False,False,False,False,False,False,False,False,True,False,False,False
NM_001166370,Trmt112,tRNA methyltransferase 112 homolog,Not_candidate,False,-0.126806920146071,0.0865456068065,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_011743,Zfp106,zinc finger protein 106,Not_candidate,False,-0.12688038680071,-0.268117595582,0.7525104544794757,0.515822357522229,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_027664,Rimklb,beta-citryl-glutamate synthase B,Not_candidate,False,-0.128382689525856,0.0537985979494,-0.333649951460567,0.999999999990223,3,3,CDS,0,3,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_011542,Tcea3,transcription elongation factor A protein 3,Not_candidate,False,-0.128449998448325,-0.701782121154,-1.322763028703973,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_023141,Tor3a,torsin-3A precursor,Not_candidate,False,-0.128600470083009,0.260108186218,0.2100491867920088,0.892287682605414,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_019667,Stam2,signal transducing adapter molecule 2,Not_candidate,False,-0.128991758704747,-0.0443568868185,0.0789681058282263,0.97094349238407,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_172551,Polrmt,"DNA-directed RNA polymerase, mitochondrial precursor",Not_candidate,False,-0.129607116601514,0.19938120004,-0.9590545688782534,0.999999999990223,13,13,CDS,0,13,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_025647,Cmpk1,UMP-CMP kinase,Not_candidate,False,-0.129837019881115,-0.303292588781,0.086606785790463,0.975276219498996,8,8,CDS,0,7,1,False,False,False,False,False,True,False,False,False,False,False,False
NM_175101,Tmem111,transmembrane protein 111,Not_candidate,False,-0.129935843279597,0.201289961224,1.392039244534553,0.186355084321422,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_009261,Strbp,spermatid perinuclear RNA-binding protein,Not_candidate,False,-0.130238734199475,-0.520402290221,1.0183517442354897,0.357064787965265,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_027168,Hddc2,HD domain-containing protein 2,Not_candidate,False,-0.130262789654323,-0.176426502498,-0.3668477004313403,0.999999999990223,2,2,CDS,0,2,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_022891,Rpl23,60S ribosomal protein L23,Not_candidate,False,-0.130269411081118,-0.409651674892,0.392979669233572,0.761989330051909,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_009749,Bex2,protein BEX2,Not_candidate,False,-0.13048717809718,-0.0089929513035,0.1498150915665568,0.935496356827839,3,3,3UTR,0,1,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_026503,1110058L19Rik,UPF0369 protein C6orf57 homolog precursor,Not_candidate,False,-0.130551953614395,-0.227089806376,-1.036289489081138,0.999999999990223,5,5,CDS,0,3,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001166589,Eif5a,eukaryotic translation initiation factor 5A-1,Not_candidate,False,-0.130639285465346,-0.0507726208787,-1.6822234809693433,0.999999999990223,12,12,3UTR,1,4,7,False,False,False,False,False,False,False,False,True,False,False,False
NM_023281,Sdha,succinate dehydrogenase [ubiquinone],Not_candidate,False,-0.131021276657953,-0.102644289975,-0.2638381434690484,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_175411,Fam118b,protein FAM118B isoform 2,Not_candidate,False,-0.131138738855008,-0.735093978677,0.671676930703343,0.565725833405781,2,2,CDS,0,2,0,False,False,False,False,False,False,False,False,True,False,False,False
