Accession,Gene Symbol,CLIP-seq p-value,CLIP-seq FDR,RNA-seq reads (for normalization),CLIP-seq reads (35L33G),"CLIP-seq enrichment (35L33G, log2)",CLIP-seq reads (2J3),"CLIP-seq enrichment (2J3, log2)",CLIP-seq reads (polyclonal),"CLIP-seq enrichment (polyclonal, log2)",Ribosome density change (log2),Ribosome occupancy change (log2),RPF  reads (siLuc),RNA-seq short tag alignment reads (siLuc),RPF  reads (siLin28a),RNA-seq short tag alignment reads (siLin28a),"RNA-seq reads (untreated, RPKM)","RNA-seq reads (siLuc, RPKM)","RNA-seq reads (siLin28a, RPKM)",RNA-seq mRNA change upon Lin28a KD (log2),Description
NM_026063,2900010M23Rik,0.805487705251094,0.999999999990223,388.0,165.0,-1.22858691363926,231.0,-0.745645349858619,211.0,-0.875705890422992,-0.156976791268717,0.0041467863916097,309.678950155888,102.102705740028,310.570351151374,114.166919003142,71.5546850054,87.15808787,71.5546850054,0.284227824121,uncharacterized protein C6orf125 homolog
NM_024182,Riok3,0.489793079062904,0.999999999990223,966.0,784.0,-0.300823235697851,743.0,-0.378213268368809,803.0,-0.266320388297912,-0.15714500892195,-0.537457434337749,25.3441866121229,50.8113678778901,17.4617412517791,39.0369104857277,35.1523235506,28.237300024,35.1523235506,-0.31501604662,serine/threonine-protein kinase RIO3
NM_026914,1500032L24Rik,0.638405894376245,0.999999999990223,623.0,322.0,-0.950011864168323,403.0,-0.627190736110453,531.0,-0.230119783361058,-0.157548040606989,0.415434002772503,149.511251018462,61.2540818281028,199.40313017593,91.1212809773235,81.1803988559,101.969996535,81.1803988559,0.328579461699,"UPF0466 protein C22orf32 homolog, mitochondrial precursor"
NM_175127,Fbxo28,0.321412403866722,0.999999999990223,848.0,884.0,0.0599129014173214,703.0,-0.270189124915741,966.0,0.187751335923802,-0.157782011597855,-0.301105071156461,79.3675220614509,48.3840646353042,64.4170990715331,43.8084421427793,23.4441818331,20.1515010475,23.4441818331,-0.217341744489,F-box only protein 28
NM_026500,Ddx59,0.697357757448462,0.999999999990223,391.0,264.0,-0.564861294664646,271.0,-0.527247002864868,183.0,-1.09114788805819,-0.157816368314897,-0.682068636340776,13.5326122838343,25.2610595521958,8.43448403649525,17.5645045807436,24.1973916255,16.7279025119,24.1973916255,-0.529946080533,probable ATP-dependent RNA helicase DDX59
NM_011908,Ubl3,0.814402593490492,0.999999999990223,882.0,482.0,-0.870390248812692,450.0,-0.969286004393085,421.0,-1.06517043894128,-0.157897124837078,-0.172371757034258,37.2287486957737,49.6462019145885,33.0361454865499,49.1505894735555,37.3188810533,38.5272300055,37.3188810533,0.0458518063474,ubiquitin-like protein 3 precursor
NM_001199122,Ghitm,0.640401505357255,0.999999999990223,1923.0,1307.0,-0.556746258271959,1244.0,-0.627963056814598,1287.0,-0.578976205655425,-0.158436369703676,-0.478844096128404,224.342912085086,149.646182618276,160.977773659596,119.843174995733,88.0356773099,64.8763141919,88.0356773099,-0.439812231611,growth hormone-inducible transmembrane protein
NM_001081006,Etl4,0.0380854600668363,0.356769619097434,1061.0,2260.0,1.09017722594737,2216.0,1.06182500406315,1991.0,0.907433881263927,-0.158480050348885,0.334718241022798,8.33919404859206,15.4780747309045,10.5168168412101,21.7863471081934,15.8806167813,21.809770935,15.8806167813,0.455251310129,sickle tail protein isoform c
NM_009459,Ube2h,0.85705826756979,0.999999999990223,160.0,37.0,-2.08298936467103,84.0,-0.921525941976915,101.0,-0.658491536143121,-0.158480775778524,-0.118227674308352,22.1542406800056,29.0226909447454,20.4111179895028,29.8438650931591,4.02161499503,3.12964765692,4.02161499503,-0.351832966705,ubiquitin-conjugating enzyme E2 H isoform 1
NM_153548,E430025E21Rik,0.746416154912982,0.999999999990223,2010.0,1197.0,-0.747285173516566,1085.0,-0.88888897850099,1179.0,-0.769126222056148,-0.158700640701103,-0.229616965572278,17.0588394924716,57.0983728282984,14.5488239532335,54.3595422611235,62.3600620647,59.0742971543,62.3600620647,-0.0779633375437,WASH complex subunit strumpellin
NM_026170,Ergic1,0.91387435826923,0.999999999990223,1065.0,427.0,-1.31652473635802,370.0,-1.52271634613837,500.0,-1.08932492956396,-0.1590098530785,0.545061169824068,100.097283883798,45.8777932459893,146.050165940287,74.7392984262829,31.375964982,50.3576519805,31.375964982,0.680822464451,endoplasmic reticulum-Golgi intermediate compartment protein 1
NM_001160214,Smek1,0.0371424397570915,0.350808639724089,1596.0,2873.0,0.847695749046104,3306.0,1.05015873277988,3646.0,1.19134588692487,-0.159054645028416,-0.701074398238362,19.6458922730565,54.2351084228196,12.0844624128726,37.2491450124031,44.6697027533,32.3828364615,44.6697027533,-0.462845122728,serine/threonine-protein phosphatase 4 regulatory subunit 3A isoform 2
NM_027862,Atp5h,0.695696661859554,0.999999999990223,454.0,353.0,-0.362117185003061,269.0,-0.752907138035227,216.0,-1.06817150264157,-0.159823072507873,0.0226623468665537,1521.25254916988,509.958681243603,1545.33757690427,578.720110533095,54.3028623745,54.9546422212,54.3028623745,0.0171816573025,"ATP synthase subunit d, mitochondrial"
NM_010908,Nfkbib,0.972459241272646,0.999999999990223,504.0,167.0,-1.58782215486039,154.0,-1.70401517236491,143.0,-1.81021457619684,-0.159913537364611,-0.211745551017817,34.4095746829256,51.2541684694185,29.7123869467446,49.4454349127734,31.8449139102,31.0978364647,31.8449139102,-0.0341402683954,NF-kappa-B inhibitor beta
NM_172723,Adap1,0.885436096057358,0.999999999990223,459.0,191.0,-1.26052755022321,207.0,-1.14505033280328,209.0,-1.13124453327825,-0.161075191176217,-0.14213315476488,6.01562915862521,27.5244847694087,5.45123259182942,27.8882536187399,21.5246327586,21.7410806237,21.5246327586,0.0143686054384,"centaurin, alpha 1"
NM_028207,Dusp3,0.819329417304208,0.999999999990223,408.0,226.0,-0.849408545650833,183.0,-1.15239507688473,211.0,-0.948036578378549,-0.161269764498947,-0.314932212481962,27.6609999512336,19.9260266187804,22.2363670053056,17.9128092041578,10.3443370982,10.1306559559,10.3443370982,-0.0298222786116,dual specificity protein phosphatase 3
NM_133940,Fbxl14,0.948819153415478,0.999999999990223,608.0,239.0,-1.34340782229781,190.0,-1.67286958987058,220.0,-1.4623958585149,-0.161381572476702,0.49397395082053,8.58642434703362,28.7213052011348,12.0924228172287,45.2361715396771,15.061311059,18.8520022037,15.061311059,0.321955756947,F-box/LRR-repeat protein 14
NM_008946,Psmb6,0.953239979033068,0.999999999990223,4338.0,1708.0,-1.3442101891406,1370.0,-1.66213401503751,1464.0,-1.56646192150713,-0.161461305682379,-0.0813230224474221,741.190159491479,534.084211380366,700.565869967763,564.590760397159,366.464009986,369.293136949,366.464009986,0.011091916322,proteasome subunit beta type-6 precursor
NM_001163622,Prepl,0.794486725139752,0.999999999990223,630.0,281.0,-1.16194484258375,372.0,-0.758464374727311,353.0,-0.833890644899551,-0.161759141344752,-0.458546531426365,20.6059502497492,25.5250754207518,14.9953423929576,20.7790231654292,20.9221707536,19.1358401218,20.9221707536,-0.128114809516,prolyl endopeptidase-like isoform a
NM_027044,Pfdn5,0.486952269148905,0.999999999990223,541.0,530.0,-0.0295809905497178,415.0,-0.381709323212779,363.0,-0.574354401155175,-0.162681414299263,-0.02043743048266,267.843590297022,164.293303347105,264.076027469906,181.317435388753,99.6415278242,102.109370806,99.6415278242,0.0352612649182,prefoldin subunit 5
NM_001010833,Mdc1,0.924912696236365,0.999999999990223,3174.0,1238.0,-1.35758040440628,1358.0,-1.22421113577949,1141.0,-1.47519394118404,-0.162744820538656,-0.358495542635808,58.3110861284619,45.2154073889002,45.4813366019216,39.4784060078762,43.9248676073,37.8359466204,43.9248676073,-0.214753127634,mediator of DNA damage checkpoint protein 1
NM_026559,Txndc17,0.515805401357135,0.999999999990223,1195.0,967.0,-0.30513843692351,868.0,-0.460789307383704,962.0,-0.312609686354645,-0.16324378564676,-0.194939513939533,351.081922457965,233.970119007615,306.708510418009,228.885895386461,75.3994207713,72.1394915853,75.3994207713,-0.0636778368747,thioredoxin domain-containing protein 17
NM_001081400,1810013L24Rik,0.33142741554253,0.999999999990223,899.0,885.0,-0.0226183026620187,880.0,-0.0307829822966233,891.0,-0.0128812912967322,-0.163410627542303,-0.397735522350095,46.7461648005296,54.4355944585523,35.4826186146631,46.2747571107411,24.1677090249,22.6916245788,24.1677090249,-0.0905341553064,UPF0472 protein C16orf72 homolog
NM_026030,Eif2s2,0.952093954141409,0.999999999990223,3204.0,1171.0,-1.45135178708385,1096.0,-1.54676083110291,1106.0,-1.53366913472455,-0.163516554636054,-0.474380712802821,481.236027928225,585.657131765239,346.38199529723,472.132612208184,96.512598632,81.3207657848,96.512598632,-0.246814543489,eukaryotic translation initiation factor 2 subunit 2
NM_019766,Ptges3,0.93638276183396,0.999999999990223,640.0,226.0,-1.49763205932782,260.0,-1.29627455004885,236.0,-1.43543729772048,-0.163860820185227,-0.7815441303142,688.778722722615,612.137438860174,400.692761110385,398.94014204788,28.8912668352,24.0817211964,28.8912668352,-0.261701440626,prostaglandin E synthase 3
NM_023371,Pin1,0.689256074821378,0.999999999990223,821.0,492.0,-0.737550747303771,545.0,-0.59023744276183,498.0,-0.720098578344422,-0.163969615410344,-0.0795158059697786,247.233966292578,129.87928193687,233.976097691473,137.709216944012,25.6099825409,26.3817756198,25.6099825409,0.0426712285333,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
NM_001164624,Zfp809,0.123341751653496,0.666329783741871,253.0,319.0,0.333243408115196,356.0,0.491095577256933,428.0,0.756149150727379,-0.164522208110683,-0.109415518621225,24.4148032939014,21.3292679299621,22.6316321983091,22.1597428417633,21.8648480097,22.0160713745,21.8648480097,0.00989861633518,zinc finger protein 809 isoform 2
NM_029759,Fam54b,0.574097256159448,0.999999999990223,546.0,393.0,-0.47334520333618,365.0,-0.579697184508514,429.0,-0.347204173203096,-0.165032550301725,0.0286038408770922,24.4282581532194,33.3932721956113,24.9174224325803,38.1899719603587,27.4149480466,25.9550683284,27.4149480466,-0.078651566404,protein FAM54B
NM_009282,Stag1,0.225652877060686,0.892811825265089,1342.0,1550.0,0.207739381608648,1548.0,0.205877839362126,1573.0,0.228976236080043,-0.165146725695343,-0.570793750107632,10.656422624336,43.3656178994903,7.17439684814168,32.7366033889066,37.5285506295,28.7372735921,37.5285506295,-0.38389294895,cohesin subunit SA-1
NM_001163619,Tars2,0.925924203766582,0.999999999990223,639.0,229.0,-1.47643804394298,297.0,-1.1027595744252,221.0,-1.52751222853725,-0.165649665226435,-0.279700790221094,43.9635261561642,44.1756250510698,36.2154754105604,40.8178282061726,20.3764997035,18.802918816,20.3764997035,-0.115360099616,"threonyl-tRNA synthetase, mitochondrial isoform 4"
NM_026555,Rcn3,0.41624829138096,0.999999999990223,486.0,486.0,0.0,349.0,-0.476566850250013,449.0,-0.113996770865305,-0.165862910525823,-0.19473552736572,106.339309235016,35.491342245001,92.9121692729814,34.7881152747415,32.0399864275,31.2388130188,32.0399864275,-0.0364187820913,reticulocalbin-3 precursor
NM_028633,Haus7,0.944934423065829,0.999999999990223,381.0,108.0,-1.80924450325882,145.0,-1.38760426915573,158.0,-1.26454587275139,-0.165899975664417,-0.380355287480011,49.3350985431592,37.5591953800573,37.9016092120666,32.3711999514408,36.8496941286,31.8036563614,36.8496941286,-0.211840646252,HAUS augmin-like complex subunit 7 isoform 1
NM_178379,Cox10,0.982816009746008,0.999999999990223,630.0,178.0,-1.81768041771829,187.0,-1.74690734330491,158.0,-1.98861323969819,-0.166289609769367,-0.0828585870695058,20.412207760271,16.0664809223499,19.2728996411316,17.0229962344318,19.8305624952,18.8537508538,19.8305624952,-0.0724990486873,"protoheme IX farnesyltransferase, mitochondrial"
NM_177993,Hbp1,0.662118133831699,0.999999999990223,530.0,382.0,-0.471367468879196,310.0,-0.771797280673551,331.0,-0.677528619457229,-0.166341203689918,-0.333953625387014,35.8271542688205,36.328292740766,28.4238076391595,32.3436197068759,17.2656903249,16.4449072379,17.2656903249,-0.0698525592729,HMG box-containing protein 1 isoform 2
NM_007687,Cfl1,0.98788622501726,0.999999999990223,6214.0,1668.0,-1.89677043657724,1514.0,-2.03643659757953,1630.0,-1.92999760922796,-0.166397419700195,-0.299227646005956,2708.02845869879,829.018161360996,2200.78048848175,756.098127162728,199.986305661,216.651973677,199.986305661,0.115422700788,cofilin-1
NM_025663,Gpatch4,0.133177696592079,0.69456149261168,475.0,586.0,0.302398929802108,669.0,0.493199522037191,753.0,0.66360294996072,-0.166550629889864,-0.662341482740264,16.4584995641789,43.3965868187862,10.3993354313606,30.7756798092268,42.623640395,34.819664325,42.623640395,-0.290994890666,G patch domain-containing protein 4
NM_013636,Ppp1cc,0.998461483179689,0.999999999990223,160.0,24.0,-2.68706068833989,29.0,-2.42402628250609,29.0,-2.42402628250609,-0.166780650453896,-0.369290524270077,203.745724427121,278.841372498612,157.732424532101,242.323573758922,4.49856747297,3.1944939263,4.49856747297,-0.48112764164,serine/threonine-protein phosphatase PP1-gamma catalytic subunit
NM_212457,Bex4,0.999943203481085,0.999999999990223,226.0,28.0,-2.96856749216334,0.0,-7.82654848729091,27.0,-3.01919356523331,-0.167638686418301,-0.400431096368579,326.921907503791,242.796122665812,247.686452530846,206.616142393617,20.8704479894,18.7709394272,20.8704479894,-0.152191437382,protein BEX4
NM_025839,Nudt16l1,0.966766140449833,0.999999999990223,607.0,189.0,-1.67807190511263,214.0,-1.49973466385412,177.0,-1.77219408247718,-0.168021462137326,0.029867621984823,99.5013139755225,56.5823963420086,101.582726693398,64.901074438335,36.9616992779,38.2428344736,36.9616992779,0.049027960999,protein syndesmos
NM_207708,Syngr1,0.823865829109264,0.999999999990223,326.0,189.0,-0.783291217167134,170.0,-0.935294310612184,131.0,-1.30875270613962,-0.168090013828399,0.743224279293997,36.3767048785847,24.0808151478027,60.8914278874562,45.2901878105126,7.439103342,14.4356305307,7.439103342,0.947128801588,synaptogyrin-1 isoform 1a
NM_008187,Gtl3,0.911504768778513,0.999999999990223,646.0,226.0,-1.51107341470159,305.0,-1.08023405929985,263.0,-1.29322778263405,-0.168283635359252,-0.165015877389413,68.1368739480745,58.5455421273445,60.772552270455,58.6783002538263,50.4503565,51.0068648358,50.4503565,0.0157958249545,UPF0468 protein C16orf80 homolog
NM_009319,Tarbp2,0.999932840691087,0.999999999990223,340.0,43.0,-2.95419631038687,39.0,-3.09169983413681,17.0,-4.24370292758186,-0.168450631576632,0.0206485187448795,50.0653634678507,71.8643582972409,50.7870745188072,81.9290781632793,16.2596588122,22.5481945194,16.2596588122,0.469253384775,RISC-loading complex subunit TARBP2
NM_053161,Mrpl27,0.104511319180353,0.611707565705373,101.0,146.0,0.527247002864868,138.0,0.446515730752011,181.0,0.8353692982272,-0.169525901922724,0.124047971761252,117.401452142014,32.0956133456866,127.94273466464,39.3387196914577,7.69671001308,11.2662109777,7.69671001308,0.543814018049,"39S ribosomal protein L27, mitochondrial"
NM_026173,Poc5,0.72191849839369,0.999999999990223,379.0,176.0,-1.10225005824795,290.0,-0.384980265422663,212.0,-0.835145988105109,-0.169728679963931,-0.443741770925126,8.21265632238636,19.8190890877315,6.03815233837243,16.3907010875254,14.7316960686,12.7343020826,14.7316960686,-0.208678740013,centrosomal protein POC5
NM_001163538,Pgam5,0.9090282763224,0.999999999990223,1002.0,401.0,-1.31905419943325,408.0,-1.29414885767043,435.0,-1.20192156583525,-0.169750428191587,-0.107840943626841,63.8154067546746,57.778582375564,59.2191518384945,60.3119671685553,51.2197285142,47.0703050573,51.2197285142,-0.121634607449,"serine/threonine-protein phosphatase PGAM5, mitochondrial isoform 1"
NM_175175,Plekhf2,0.306946311826626,0.999999999990223,1229.0,1245.0,0.0186457527973995,1214.0,-0.0177020017334589,1304.0,0.0853914912306446,-0.170277519995485,-0.099320071225907,78.8364031840883,54.0393841901325,73.5916399896971,56.7637020558424,30.7410263023,42.6048168303,30.7410263023,0.469548030931,pleckstrin homology domain-containing family F member 2
NM_181423,Supv3l1,0.654796927092079,0.999999999990223,761.0,508.0,-0.582125341417626,413.0,-0.880160229993996,575.0,-0.403722186051009,-0.170322779089936,-0.390240674327566,23.6444263488474,37.9105429516284,18.0407518692029,32.5505342753332,40.4686847759,34.5421157401,40.4686847759,-0.227839487354,"ATP-dependent RNA helicase SUPV3L1,"
NM_025793,Wdr45l,0.98558822763881,0.999999999990223,1258.0,319.0,-1.97613447283165,272.0,-2.20530542679916,413.0,-1.60457561021969,-0.170346179970846,-0.415248620775492,39.6912221373822,66.6511151248481,29.7640606631737,56.2450670969201,42.8038023339,40.7716908487,42.8038023339,-0.0700035832892,WD repeat domain phosphoinositide-interacting protein 3
NM_010022,Dbt,0.128120911964862,0.681079404669167,513.0,639.0,0.316303545693484,785.0,0.612760953064728,765.0,0.575576032731079,-0.170416367174025,0.344964683411319,52.8506157692228,19.8847719052839,67.1266182945916,28.4227286601515,20.6028275107,23.3383519008,20.6028275107,0.179043309493,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial"
NM_019736,Acot9,0.627352480939246,0.999999999990223,442.0,276.0,-0.67742072250583,314.0,-0.491954870167739,309.0,-0.51503848328078,-0.170467500377198,-0.355434068278223,31.9310459227265,23.9112319425365,24.9584050352655,21.0339805048823,25.2342608956,23.2018057987,25.2342608956,-0.120647977708,"acyl-coenzyme A thioesterase 9, mitochondrial"
NM_011712,Wbp5,0.358957967008948,0.999999999990223,447.0,429.0,-0.0591620724681437,415.0,-0.106915203916511,427.0,-0.065887935656457,-0.17048621500567,-0.305122431689956,140.967750960265,94.5062976776443,114.095565875499,86.0857386250612,43.2341389242,39.1673911027,43.2341389242,-0.142172288113,WW domain-binding protein 5
NM_009870,Cdk4,0.439834052410101,0.999999999990223,4279.0,3694.0,-0.212036432254996,3591.0,-0.252823446547362,3686.0,-0.215163380194691,-0.17068750916046,0.0369435126087717,364.911022585406,413.989421461241,374.376075528982,478.071010413819,334.241599714,385.174858356,334.241599714,0.204565173745,cyclin-dependent kinase 4
NM_026493,Cspp1,0.0296680782576224,0.307701067875632,778.0,1621.0,1.0580785861556,1653.0,1.0862640011096,1744.0,1.16353180303534,-0.171429116265051,-0.252800569485586,17.5418410246792,23.4854337109498,14.722264517185,22.1974627876788,24.0575851236,23.3125531692,24.0575851236,-0.0451939742579,centrosome and spindle pole associated protein 1
NM_133224,Atp13a1,0.171303777350687,0.784158465017931,1109.0,1432.0,0.368478933024677,1482.0,0.417958921217162,1353.0,0.286668062337528,-0.171721446311979,0.336115032528271,22.01257876091,18.9139636514651,27.7876378173052,26.8940719927538,20.7465823168,29.2580590775,20.7465823168,0.493945710662,probable cation-transporting ATPase 13A1
NM_016881,Pmm2,0.915279234314089,0.999999999990223,154.0,71.0,-1.10619940383192,65.0,-1.23173028591578,48.0,-1.66141456115902,-0.171746832893568,-0.144620560623974,13.1921692075114,16.072021470292,11.9338640576225,16.3770745330194,12.1749659474,13.9808709825,12.1749659474,0.198017553384,phosphomannomutase 2
NM_145155,Wasf3,0.948917619574542,0.999999999990223,359.0,106.0,-1.75038610992852,116.0,-1.62148837674627,159.0,-1.16992500144231,-0.172056888314054,0.15643235884031,7.647253464912,17.2268835708181,8.52307514010205,21.631758968102,14.5982912539,19.6966818894,14.5982912539,0.429610196611,wiskott-Aldrich syndrome protein family member 3
NM_029545,6530401N04Rik,0.363496879664978,0.999999999990223,189.0,283.0,0.579891511173734,127.0,-0.569855608330947,139.0,-0.440572591385981,-0.172458549739802,0.284120911446696,34.190355697574,20.7513649994399,41.6325043135451,28.4767736066099,8.1392665505,8.93260867622,8.1392665505,0.132626791446,probable D-tyrosyl-tRNA(Tyr) deacylase 2
NM_025686,Brf2,0.840829260493339,0.999999999990223,270.0,115.0,-1.22416804622629,130.0,-1.04872603981642,148.0,-0.86298052089171,-0.172654436398023,-0.0712986435713446,17.2030900116954,24.0437565851317,16.3735719041443,25.7936888408248,26.987379547,30.1853239564,26.987379547,0.160998010801,transcription factor IIIB 50 kDa subunit
NM_009388,Tkt,0.839561149149687,0.999999999990223,7576.0,4114.0,-0.880734317244196,3587.0,-1.07844685763392,3386.0,-1.16161876105902,-0.172921513123239,-0.104770133856884,268.219632589258,299.592919450958,249.431679137543,314.084970004848,207.901569296,214.476145255,207.901569296,0.0448952854643,transketolase
NM_001080932,Foxk2,0.546034831760941,0.999999999990223,1367.0,992.0,-0.462202607357524,913.0,-0.581802159827828,1165.0,-0.230500441685401,-0.173157743921775,-0.00746753091551391,13.7789374698087,28.1776020590729,13.7078006036515,31.6068893149029,26.2660644723,28.0331765023,26.2660644723,0.0935902122375,forkhead box protein K2
NM_007523,Bak1,0.965857115351583,0.999999999990223,611.0,207.0,-1.55694812455155,191.0,-1.67242534197149,193.0,-1.65747500050552,-0.173282410359045,0.207348197594155,58.2340040731576,29.2248390408779,67.2348870337764,38.0481336243871,29.8691004753,33.2804775528,29.8691004753,0.155528812638,bcl-2 homologous antagonist/killer
NM_178907,Mapkapk3,0.242453778836402,0.919346338610037,790.0,913.0,0.208516470585277,798.0,0.0145178084551848,965.0,0.288345494362981,-0.173346627827599,0.0921765558304572,15.522214677929,25.4639093414025,16.5463266529404,30.6094497252001,24.037901994,26.8396976318,24.037901994,0.158433372142,MAP kinase-activated protein kinase 3
NM_011947,Map3k3,0.817029544909285,0.999999999990223,838.0,346.0,-1.27373514786156,458.0,-0.870176657026015,482.0,-0.79664762160405,-0.173405935422659,-0.391553494084875,6.56452439034061,36.2291393068735,5.00419148576752,31.1450518352994,35.5575223056,27.9355802791,35.5575223056,-0.346947528563,mitogen-activated protein kinase kinase kinase 3
NM_028071,Cotl1,0.708850727183715,0.999999999990223,774.0,478.0,-0.694170654425419,518.0,-0.578461771803719,408.0,-0.922095467219851,-0.173457420257742,-0.208260892437367,112.917588181776,82.2122776579053,97.7392085297111,80.2527256186279,55.0122789831,56.6577794445,55.0122789831,0.0424443612036,coactosin-like protein
NM_010441,Hmga2,0.154372417430498,0.747768641781455,373.0,508.0,0.444627386188058,438.0,0.231182669647721,553.0,0.566847706161551,-0.173471678321388,-0.262754898167105,35.5825481376913,25.593061712195,29.6578688055579,24.0572131768378,9.09780332006,8.42616305544,9.09780332006,-0.109392702529,high mobility group protein HMGI-C
NM_008850,Pitpna,0.537534465387167,0.999999999990223,1112.0,883.0,-0.332335317950528,948.0,-0.22997360032085,695.0,-0.677294381493231,-0.173634063975124,-0.681545067095004,80.9653058168925,105.055536381193,50.4816396045681,73.8792533079901,38.1960428932,30.8450346402,38.1960428932,-0.307487390138,phosphatidylinositol transfer protein alpha isoform
NM_021788,Sap30,0.629647094098588,0.999999999990223,671.0,439.0,-0.6109577092541,437.0,-0.617530363177586,484.0,-0.47047648570427,-0.174152046284812,-0.648451161033013,112.28267094719,79.7041064751217,71.6323971277174,57.37232329567,79.3836495855,70.5770127333,79.3836495855,-0.169417053578,histone deacetylase complex subunit SAP30
NM_026796,Smyd2,0.812217994807801,0.999999999990223,534.0,275.0,-0.95487062451034,316.0,-0.755056051149102,233.0,-1.1930303617051,-0.174578885528281,0.393534049699502,31.1870175274348,36.8218279913868,40.9674938915483,54.5914185269572,40.9246665182,60.3876727535,40.9246665182,0.560149548074,N-lysine methyltransferase SMYD2
NM_001163359,Fignl1,0.647078304635229,0.999999999990223,1826.0,1275.0,-0.517848304862619,1087.0,-0.747798077377149,1245.0,-0.552172565603486,-0.174655522953768,-0.508264155835873,83.4346841983837,90.4828050846959,58.6602446387192,71.8025470958088,81.5071903874,65.1096901652,81.5071903874,-0.323609908281,fidgetin-like protein 1
NM_025380,Eef1e1,0.576289639013036,0.999999999990223,807.0,537.0,-0.58674912019517,565.0,-0.513553239919912,650.0,-0.311697749586159,-0.175053832465766,-0.454161611191501,247.862013453129,116.367995453677,180.922968745434,95.8989252123549,94.6347164746,69.9380507253,94.6347164746,-0.435754280725,eukaryotic translation elongation factor 1 epsilon-1
NM_028221,Fam192a,0.508286010727489,0.999999999990223,555.0,424.0,-0.387622041698443,441.0,-0.331038513332075,446.0,-0.314810051540189,-0.175096185978515,-0.534410252329016,72.6345316366512,66.8889364144159,50.1498483995251,52.1422753326259,41.8654655798,37.267336318,41.8654655798,-0.167424859929,protein FAM192A
NM_028242,Htatsf1,0.0856794513664441,0.552329337393577,596.0,812.0,0.445524420810222,973.0,0.706190840817537,1130.0,0.921796092725015,-0.175399452532634,-0.778662509793253,26.5757815037862,37.5913167082533,15.4912075479597,24.7449888507745,37.0515645699,26.8695204832,37.0515645699,-0.462093097742,HIV Tat-specific factor 1 homolog
NM_019490,Uso1,0.0359062368632854,0.34467004398074,1433.0,3016.0,1.07306967244479,2643.0,0.882677152805787,3156.0,1.13850923661108,-0.175888877141721,-0.294381167154731,56.4789744196583,56.1664875316873,46.0541997674542,51.737749269648,57.3473440303,51.2782319605,57.3473440303,-0.161082949387,general vesicular transport factor p115
NM_001163570,Exosc8,0.732584714047906,0.999999999990223,919.0,521.0,-0.81758405437449,516.0,-0.83146958062944,579.0,-0.66558096092944,-0.175890119082436,-0.594447314924773,119.292889524151,110.054068727214,79.0074573900626,82.3394254639522,86.5057944918,66.8321540048,86.5057944918,-0.371764110139,exosome complex component RRP43 isoform 1
NM_172990,Pank4,0.999914898355212,0.999999999990223,366.0,49.0,-2.87578006306848,39.0,-3.19770815795585,26.0,-3.76474875067974,-0.176174716072329,-0.294381167154731,7.00514411406615,16.7852317253809,5.71214880836641,15.4647767088437,17.5238933631,17.0059266748,17.5238933631,-0.0430364099055,pantothenate kinase 4
NM_133185,Rogdi,0.988392854047589,0.999999999990223,487.0,166.0,-1.54703304508883,85.0,-2.50447258286078,113.0,-2.09784732339814,-0.176344619942987,-0.282701353147646,51.8067478253313,47.7394387741614,42.5877546236673,44.3466422311269,47.0907425369,41.5823667943,47.0907425369,-0.1790666736,protein rogdi homolog
NM_016777,Nasp,0.687231659217556,0.999999999990223,8761.0,5077.0,-0.786999819675445,5810.0,-0.59247375999854,5574.0,-0.652288409627921,-0.176380340449337,-0.794317704298751,879.42681472864,547.888499355148,507.091403891108,357.005167477095,451.727434393,298.287364126,451.727434393,-0.598585429248,nuclear autoantigenic sperm protein isoform 2
NM_019817,Copz1,0.813423738889392,0.999999999990223,2297.0,1119.0,-1.03688006570114,1180.0,-0.960369833248956,1244.0,-0.88423305569067,-0.176448180852389,-0.483140414520298,201.217637069626,186.498653634203,143.954845521756,150.782916428257,131.605503559,112.926932927,131.605503559,-0.220649042474,coatomer subunit zeta-1
NM_009012,Rad50,0.272339885014042,0.96680659179985,1804.0,1846.0,0.0331850292079047,1975.0,0.130584109810144,1996.0,0.145835495669439,-0.176464166807301,-0.966670526266416,11.6046880690599,50.6269800458884,5.93795151167235,29.2756269916138,52.9341296941,31.9811753845,52.9341296941,-0.725194093545,DNA repair protein RAD50
NM_028388,Ndufv2,0.00888474058851251,0.159352620834035,944.0,2773.0,1.55358155321516,2467.0,1.38495616004098,2633.0,1.47886911114807,-0.176724117701839,-0.0295397309993862,270.677881450505,149.80530855565,265.192003013836,165.895313979337,83.2465717448,94.133432274,83.2465717448,0.17711613336,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial precursor"
NM_026967,Rhebl1,0.659211910865366,0.999999999990223,278.0,165.0,-0.749081880482263,226.0,-0.297572824538272,151.0,-0.876193798385602,-0.176832646739274,-0.698226879222776,40.8600700319138,28.004145518286,25.1832555310787,19.5104381331773,23.1599270798,15.8775897455,23.1599270798,-0.541796782984,GTPase RhebL1 precursor
