Accession,Gene Symbol,CLIP-seq p-value,CLIP-seq FDR,RNA-seq reads (for normalization),CLIP-seq reads (35L33G),"CLIP-seq enrichment (35L33G, log2)",CLIP-seq reads (2J3),"CLIP-seq enrichment (2J3, log2)",CLIP-seq reads (polyclonal),"CLIP-seq enrichment (polyclonal, log2)",Ribosome density change (log2),Ribosome occupancy change (log2),RPF  reads (siLuc),RNA-seq short tag alignment reads (siLuc),RPF  reads (siLin28a),RNA-seq short tag alignment reads (siLin28a),"RNA-seq reads (untreated, RPKM)","RNA-seq reads (siLuc, RPKM)","RNA-seq reads (siLin28a, RPKM)",RNA-seq mRNA change upon Lin28a KD (log2),Description
NM_027181,Pin4,,,,,,,,,,1.22861148626706,-0.110406003727866,95.6432267544579,42.5692386855763,88.5969356230204,16.8271844039058,1.97143800335,1.53418622508,1.97143800335,-0.342060245748,peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
NM_025334,Txndc12,0.0889962144535734,0.563637146599787,468.0,770.0,0.717142937399657,754.0,0.686888721697064,709.0,0.598231101876667,1.22444997327461,0.718793144145083,136.319081810951,54.301335697963,224.354584945243,38.2465828751544,52.922433057,40.9394445967,52.922433057,-0.369591666618,thioredoxin domain-containing protein 12 precursor
NM_019709,Mbtps1,0.0200204250253679,0.243054570325663,2243.0,5297.0,1.23937516776082,5172.0,1.20492851559496,5385.0,1.26314155389287,1.21600099203145,1.37926229194383,23.603083368425,47.118524483156,61.3999563116015,52.7640630303544,52.5745775585,58.7170217912,52.5745775585,0.159126896083,membrane-bound transcription factor site-1 protease precursor
NM_019734,Asah1,0.00713148648963024,0.138787624594978,829.0,2346.0,1.49963460028888,2324.0,1.48604747464846,2567.0,1.62946196088801,1.20822733381304,0.562528644042785,172.032566045294,68.3033925109587,254.067235826138,43.658378438657,59.9645204707,38.9412820157,59.9645204707,-0.62151262848,acid ceramidase precursor
NM_028634,Cby1,0.955611396975484,0.999999999990223,198.0,67.0,-1.5491617792933,78.0,-1.33284387236654,56.0,-1.8037346063789,1.19527216868352,0.0738085430886535,32.4651039091101,39.8520532375608,34.1692449887563,18.317091356335,23.551297225,13.3969536315,23.551297225,-0.809285498181,protein chibby homolog 1
NM_025436,Sc4mol,0.028726280576101,0.302356250192643,838.0,1749.0,1.06061220627986,1814.0,1.11322683244329,1889.0,1.17164351866861,1.18987997296788,0.232542474769451,215.113126465339,65.6067815203383,252.737201620472,33.7879178903824,58.5270657245,33.902775956,58.5270657245,-0.785914320384,methylsterol monooxygenase 1
NM_027366,Ly6g6e,0.348909169437239,0.999999999990223,267.0,262.0,-0.02717020116547,283.0,0.0836579290469095,227.0,-0.23319917629303,1.18635091249825,1.15906575028479,43.6807380426489,20.9592279990134,97.5446658873869,20.5665587158849,20.2370253642,33.1452847597,20.2370253642,0.70904105907,lymphocyte antigen 6 complex G6E precursor
NM_133718,Tmem30a,0.00124586860530395,0.0495220744849584,486.0,1860.0,1.9340843779768,1780.0,1.87069383901927,2046.0,2.07151742494106,1.18081353289414,1.04928622395458,28.9504863978538,23.1469459900353,59.9131966926138,21.1300260779639,16.1189295766,18.6024570968,16.1189295766,0.205549214242,cell cycle control protein 50A
NM_146047,Clptm1l,0.0182141121365434,0.231213667627268,615.0,1476.0,1.26166757006988,1551.0,1.33312630149222,1410.0,1.19571573190236,1.1632573505932,1.03580920365474,19.1722770389319,27.6018111917736,39.3082161941369,25.2680580332321,32.184775507,30.2898625123,32.184775507,-0.087263847372,cleft lip and palate transmembrane protein 1-like protein
NM_001110013,Tmtc3,0.000793340324655611,0.0386559922092962,474.0,1875.0,1.98166040929706,2012.0,2.08334775370302,2068.0,2.12293422664169,1.16203010742078,1.07527793215564,20.6261928977377,17.3947072763295,43.4620278986475,16.37955571998,7.77196999652,6.67387473061,7.77196999652,-0.216743414659,transmembrane and TPR repeat-containing protein 3 isoform 1
NM_007399,Adam10,0.000223845026778191,0.0192040379223456,397.0,2053.0,2.36759584577454,2007.0,2.33491893340712,2295.0,2.52828230613203,1.13797161006331,0.944363683087741,36.990842457862,18.8633051991121,71.1829558212144,16.4943800901397,17.4034346668,15.7213134091,17.4034346668,-0.145768676865,disintegrin and metalloproteinase domain-containing protein 10 precursor
NM_175277,Bola3,1.0,1.0,36.0,45.0,0.0,67.0,0.878009475621389,46.0,0.0,1.13570450915712,0.503278964284879,17.8272556858262,25.8499804784178,25.268912862817,16.6755881480148,11.1059445472,8.05344386346,11.1059445472,-0.458782797684,bolA-like protein 3
NM_178056,Tm2d3,0.144302746474902,0.721987247637591,223.0,416.0,0.896548651387059,293.0,0.39231742277876,219.0,-0.0259952085329445,1.11915237072271,0.888923979355885,99.8476012919663,36.0493764019157,184.897235412108,30.7320906002631,33.7441336067,26.2599102121,33.7441336067,-0.360560328854,TM2 domain-containing protein 3 isoform 2
NM_145222,B3gnt7,0.51798521830761,0.999999999990223,1074.0,858.0,-0.323606623338359,892.0,-0.267604579355599,754.0,-0.509788110264381,1.1183517647404,0.48735392413202,130.96045361527,40.4528379597351,183.589703465915,26.1215965599996,31.3948653135,22.6665140741,31.3948653135,-0.468203233447,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
NM_025378,Ifitm3,0.610365944457863,0.999999999990223,252.0,178.0,-0.499177797430053,197.0,-0.3536369546147,145.0,-0.793169015814292,1.11026272129435,0.531775983532915,64.8137008890779,36.3866573038599,93.7016724581396,24.3669010872984,21.0573569802,14.4590963673,21.0573569802,-0.539238599098,interferon-induced transmembrane protein 3
NM_172645,AI848100,0.00165095053584374,0.0578113461445963,736.0,2739.0,1.89443936875281,2697.0,1.87215382385319,2796.0,1.92414372938112,1.10681507555285,1.06789714053477,26.3633150377997,19.2433022007664,55.2674072418173,18.7311367428338,16.3720970158,17.114362257,16.3720970158,0.0635885020056,protein osteopotentia precursor
NM_001128096,Atp13a3,0.000609987120069766,0.0334032840485012,2692.0,11353.0,2.0759145117732,11875.0,2.14076286348498,12644.0,2.23128090204892,1.10613690623473,0.645956495834942,13.0760781184853,50.1817054367366,20.4611381470062,36.4768485384935,43.9087405111,30.4525305568,43.9087405111,-0.526498205479,probable cation-transporting ATPase 13A3 isoform 1
NM_011992,Rcn2,0.00442670231276121,0.103810706856211,438.0,1339.0,1.60994015580977,1405.0,1.67930374953717,1402.0,1.67622216408454,1.10361830877088,0.608383236754238,85.1942889943028,52.01872369638,129.882932597109,36.9044791911206,34.0008922468,25.4400790541,34.0008922468,-0.417046497115,reticulocalbin-2 precursor
NM_198295,Tmx3,0.000126950349866983,0.0132015540593999,623.0,3484.0,2.48154072189353,3845.0,2.62374082847764,4244.0,2.76614661957815,1.1024920416793,0.594177636239789,67.4619243718911,26.5971033642364,101.841319285297,18.6989171694752,17.8136101149,11.6274841314,17.8136101149,-0.611162563038,protein disulfide-isomerase TMX3 precursor
NM_146094,Fads1,0.0283263884933501,0.298791157314589,870.0,1842.0,1.08131144703184,1950.0,1.16346915401016,1905.0,1.12980349531107,1.09853242759813,0.321716973390714,61.1315698098074,33.6251699191919,76.4032807202005,19.6254550246446,30.9874772505,22.579271366,30.9874772505,-0.454959256217,fatty acid desaturase 1
NM_173874,Clcn3,0.00699066070757692,0.13764066225183,1197.0,3392.0,1.50193352192219,3330.0,1.47532744588556,3780.0,1.65813994119844,1.09218991810054,0.958505553679422,30.8121599137377,34.7039217928009,59.8771424144778,31.6326482671656,28.6018546413,26.8682575361,28.6018546413,-0.0898816535539,H(+)/Cl(-) exchange transporter 3 isoform e
NM_019961,Pex3,0.574976914366522,0.999999999990223,119.0,65.0,-0.862496476250065,81.0,-0.549338590990434,114.0,-0.0614005446641432,1.08779363465935,0.718402495620897,25.2525705473543,20.6204993963786,41.5495470011314,15.9625167513369,13.3601886897,10.7586224642,13.3601886897,-0.309857541296,peroxisomal biogenesis factor 3 isoform 1
NM_145925,Pttg1ip,0.141809592943705,0.714251349978202,622.0,856.0,0.460063041088498,929.0,0.577998552971391,778.0,0.322391165037667,1.08499235867636,0.943870207311026,93.6267094613097,47.822463885073,180.108000417752,43.3660580923516,32.1491415767,36.0454268853,32.1491415767,0.164552370443,pituitary tumor-transforming gene 1 protein-interacting protein precursor
NM_144908,Galnt11,0.154310617165611,0.747768641781455,458.0,576.0,0.330077165231674,631.0,0.461430404763295,627.0,0.452270405477819,1.08450949978612,1.14901488727782,4.22409358861203,22.3799707836548,9.36745204232343,23.4033254353173,21.3747016892,22.4517161066,21.3747016892,0.070599131054,polypeptide N-acetylgalactosaminyltransferase 11
NM_201358,Lyrm4,0.568747214805286,0.999999999990223,97.0,76.0,-0.347923303420306,54.0,-0.833350130590548,82.0,-0.239670412768283,1.08221715349018,0.0883351495439366,37.4256104691357,32.0549123867337,39.7887616504232,16.0955676906925,8.74180783664,7.42138173942,8.74180783664,-0.233343658687,LYR motif-containing protein 4
NM_026430,Uxs1,0.0859482482270198,0.553296392975411,190.0,300.0,0.656190848723953,275.0,0.53109562874242,351.0,0.882002790601548,1.07398750366511,0.101486517195242,43.9947875708932,34.0777652387694,47.2010555581539,17.3667734524871,17.7944522868,10.9628113075,17.7944522868,-0.693794333233,UDP-glucuronic acid decarboxylase 1
NM_025859,Arl1,0.573490160498664,0.999999999990223,398.0,307.0,-0.373458395527444,256.0,-0.634620387028467,306.0,-0.378150090852166,1.07084217214312,0.303858668285241,157.21876379721,119.994094363644,194.077393419176,70.5139155973198,42.5795822577,31.5283859031,42.5795822577,-0.432326122888,ADP-ribosylation factor-like protein 1
NM_028072,Sulf2,0.16244725106274,0.763650433648818,1757.0,2227.0,0.341814162196627,2310.0,0.394582189324226,2359.0,0.424851789105799,1.05018027979691,1.44616161334129,167.658013455736,71.378848778234,456.83812478118,93.9229659165499,53.1243141948,69.0242417094,53.1243141948,0.377106293715,extracellular sulfatase Sulf-2 precursor
NM_026210,Fam18b,0.0010859471951421,0.0450799450564029,555.0,2017.0,1.85976938638284,2176.0,1.96918461946469,2426.0,2.12601732042762,1.04629294715167,0.629205066081922,57.4435717433871,47.5903160021358,88.848691064052,35.6420459299559,42.7808169205,31.3269392233,42.7808169205,-0.448330620785,protein FAM18B1
NM_008604,Mme,0.0505043405034446,0.413193179473803,408.0,693.0,0.762834819636512,863.0,1.07893046922171,767.0,0.909005467779407,1.04530094108865,0.857414322387396,50.8012694382464,24.1447193383358,92.0411411356947,21.1964266925365,19.4669539364,21.1648433241,19.4669539364,0.120051041948,neprilysin
NM_139061,Vps54,0.0119763900858459,0.186355084321422,1035.0,2688.0,1.37604575218631,2669.0,1.36581573888836,2797.0,1.43337195947819,1.04390266824843,1.14984953875664,2.91360792313136,28.4017189228833,6.46502652583564,30.5659438584241,24.8133181873,26.5787158521,24.8133181873,0.0987720398894,vacuolar protein sorting-associated protein 54
NM_139272,Galnt2,0.19244919009253,0.828645133137149,742.0,908.0,0.29091808365551,937.0,0.33622571197678,899.0,0.276562790678441,1.03659848170383,1.50276227053821,29.5264312560413,29.8017981303651,83.6734119270847,41.1691359233914,22.6540633962,33.5873199119,22.6540633962,0.566081452177,polypeptide N-acetylgalactosaminyltransferase 2 precursor
NM_019953,Cnpy2,0.0500850941129892,0.411841888093629,842.0,1556.0,0.885164408136954,1547.0,0.876800935202328,1661.0,0.979315845828262,1.03511409108301,0.340147080142052,245.028323149351,129.355844935033,310.17783619159,79.9061379617169,103.127337048,72.7817169357,103.127337048,-0.502196229813,protein canopy homolog 2 precursor
NM_010515,Igf2r,0.00388097500439998,0.0962762353501154,2314.0,7736.0,1.74076208036277,7325.0,1.66201350756096,7431.0,1.68273830823505,1.03423956320227,0.677016292533136,105.266499944478,28.4130379564091,168.303208250996,22.1810832527599,29.1703622458,22.7238892937,29.1703622458,-0.358895946126,cation-independent mannose-6-phosphate receptor
NM_008983,Ptprk,0.00993774101281164,0.169948577619428,856.0,2311.0,1.43177428838817,2321.0,1.43800086275306,2362.0,1.46325251986134,1.03342108592143,1.0433397416873,28.9359102370518,18.9966920439676,59.6367141021629,19.1277459662139,17.6722257707,17.9660768073,17.6722257707,0.0236588735219,receptor-type tyrosine-protein phosphatase kappa precursor
NM_028060,Slc35f2,0.00523165821122928,0.113700811548264,522.0,1577.0,1.59321435376651,1496.0,1.51719136981147,1745.0,1.73917070738249,1.02710898054903,0.730781303700303,50.2074312126299,24.48357526031,83.3211191400201,19.9375283296278,19.1183205348,18.0806270462,19.1183205348,-0.0800803076348,solute carrier family 35 member F2
